,home_team,away_team,home_score,away_score,start_time,time_day,home_open_play,away_open_play,home_setpiece,away_setpiece,home_counterattack,away_counterattack,home_penalty,away_penalty,home_cross,away_cross,home_longball,away_longball,home_throughball,away_throughball,home_stortball,away_stortball,home_form,away_form,home_player,away_player
10,Watford,West Ham,1,4,15:00,"Jpl, 12-Mei-19",12,11,5,4,0,0,0,1,22,9,1,6,55,47,373,418,4-2-2-2,4-2-3-1,"['Foster', '6.69', 'Holebas', '7.00', 'Cathcart', '6.66', 'Mariappa', '6.60', 'Janmaat', '6.88', 'Capoue', '7.13', 'Doucouré', '6.76', 'Pereyra', '6.66', 'Hughes', '6.72', 'Deeney', '7.11', 'Deulofeu', '6.84']","['Fabianski', '7.02', 'Masuaku', '6.90', 'Diop', '6.89', 'Balbuena', '6.98', 'Fredericks', '6.76', 'Noble', '6.65', 'Rice', '6.93', 'Anderson', '7.23', 'Lanzini', '6.72', 'Antonio', '6.92', 'Arnautovic', '6.84']"
11,Everton,Burnley,2,0,20:00,"Ijm, 03-Mei-19",16,2,4,3,0,0,0,0,23,12,2,3,62,80,493,292,4-2-3-1,4-4-2,"['Pickford', '6.50', 'Digne', '7.36', 'Zouma', '6.78', 'Keane', '7.13', 'Coleman', '6.88', 'Schneiderlin', '6.71', 'Gueye', '7.14', 'Bernard', '6.60', 'Sigurdsson', '7.16', 'Richarlison', '6.89', 'Calvert-Lewin', '6.61']","['Heaton', '6.61', 'Taylor', '6.75', 'Mee', '6.86', 'Tarkowski', '7.11', 'Lowton', '6.64', 'McNeil', '7.03', 'Cork', '6.58', 'Westwood', '6.80', 'Hendrick', '6.27', 'Barnes', '6.75', 'Wood', '6.67']"
12,Bournemouth,Tottenham,1,0,12:30,"Jmos, 04-Mei-19",11,9,8,2,1,0,0,0,35,12,0,2,43,58,406,349,3-4-1-2,4-2-3-1,"['Boruc', '6.72', 'Aké', '6.86', 'Cook', '6.96', 'Mepham', '6.47', 'Simpson', '6.41', 'Hyndman', '6.46', 'Lerma', '6.97', 'Fraser', '7.08', 'Brooks', '6.83', 'Wilson', '6.99', 'King', '6.96']","['Lloris', '6.96', 'Davies', '6.69', 'Alderweireld', '6.84', 'Foyth', '6.93', 'Trippier', '7.10', 'Dier', '6.74', 'Sissoko', '6.75', 'Alli', '6.95', 'Eriksen', '7.08', 'Moura', '6.96', 'Heung-Min', '7.10']"
13,West Ham,Southampton,3,0,15:00,"Jmos, 04-Mei-19",16,8,1,3,0,0,0,0,7,22,3,2,63,47,458,340,4-3-3,4-3-3,"['Fabianski', '7.02', 'Masuaku', '6.90', 'Diop', '6.89', 'Balbuena', '6.98', 'Zabaleta', '6.74', 'Snodgrass', '6.78', 'Rice', '6.93', 'Noble', '6.65', 'Anderson', '7.23', 'Arnautovic', '6.84', 'Antonio', '6.92']","['Forster', '6.36', 'Targett', '6.89', 'Stephens', '6.52', 'Bednarek', '7.04', 'Valery', '6.66', 'Højbjerg', '6.87', 'Romeu', '6.76', 'Lemina', '6.85', 'Redmond', '6.91', 'Ings', '6.83', 'Long', '6.50']"
14,Wolverhampton Wanderers,Fulham,1,0,15:00,"Jmos, 04-Mei-19",9,5,9,1,1,0,0,0,16,9,1,1,46,67,332,534,3-5-2,4-2-3-1,"['Norris', '6', 'Boly', '7.12', 'Coady', '6.45', 'Bennett', '6.77', 'Jonny', '6.85', 'Moutinho', '7.06', 'Neves', '6.86', 'Dendoncker', '6.97', 'Doherty', '7.12', 'Jota', '6.89', 'Jiménez', '7.07']","['Rico', '6.57', 'Bryan', '6.65', 'Ream', '6.30', 'Marchand', '6.72', 'Christie', '6.61', 'Anguissa', '6.69', 'Chambers', '6.82', 'Babel', '6.86', 'Cairney', '6.60', 'Sessegnon', '6.42', 'Mitrovic', '7.03']"
15,Cardiff,Crystal Palace,2,3,17:30,"Jmos, 04-Mei-19",11,16,7,4,0,1,0,0,23,13,1,1,69,59,208,392,4-2-3-1,4-4-2,"['Etheridge', '6.72', 'Bennett', '6.77', 'Manga', '6.69', 'Morrison', '6.96', 'Peltier', '6.54', 'Arter', '6.39', 'Bacuna', '6.34', 'Gunnarsson', '6.61', 'Camarasa', '6.72', 'Mendez-Laing', '6.88', 'Niasse', '6.43']","['Guaita', '6.74', 'Aanholt', '6.71', 'Dann', '6.74', 'Kelly', '6.63', 'Wan-Bissaka', '7.27', 'Meyer', '6.49', 'Milivojevic', '7.19', 'Kouyaté', '6.61', 'McArthur', '6.80', 'Zaha', '7.21', 'Batshuayi', '6.86']"
16,Newcastle United,Liverpool,2,3,19:45,"Jmos, 04-Mei-19",11,9,2,2,1,0,0,0,18,14,0,2,73,74,227,615,5-4-1,4-3-3,"['Dúbravka', '6.62', 'Ritchie', '6.95', 'Dummett', '6.74', 'Lascelles', '6.80', 'Schär', '7.30', 'Manquillo', '6.59', 'Kenedy', '6.53', 'Shelvey', '6.80', 'Hayden', '6.96', 'Pérez', '6.95', 'Rondón', '7.05']","['Alisson', '6.79', 'Robertson', '7.12', 'Dijk', '7.44', 'Matip', '7.11', 'Alexander-Arnold', '7.36', 'Wijnaldum', '6.89', 'Fabinho', '6.95', 'Henderson', '6.67', 'Mané', '7.43', 'Firmino', '7.20', 'Salah', '7.57']"
17,Chelsea,Watford,3,0,14:00,"Jpl, 05-Mei-19",14,10,4,6,1,0,0,0,20,15,8,0,45,61,490,327,4-3-3,4-2-2-2,"['Arrizabalaga', '6.63', 'Emerson', '6.59', 'Luiz', '7.08', 'Christensen', '6.73', 'Azpilicueta', '7.01', 'Loftus-Cheek', '6.85', 'Jorginho', '6.88', 'Kanté', '6.93', 'Hazard', '7.81', 'Higuaín', '6.89', 'Pedro', '6.97']","['Foster', '6.69', 'Holebas', '7.00', 'Cathcart', '6.66', 'Mariappa', '6.60', 'Janmaat', '6.88', 'Capoue', '7.13', 'Doucouré', '6.76', 'Pereyra', '6.66', 'Hughes', '6.72', 'Deeney', '7.11', 'Deulofeu', '6.84']"
18,Huddersfield,Manchester United,1,1,14:00,"Jpl, 05-Mei-19",3,14,1,7,3,2,0,0,9,18,0,4,56,41,283,559,4-5-1,4-3-1-2,"['Lössl', '6.52', 'Durm', '6.33', 'Kongolo', '6.58', 'Schindler', '6.59', 'Smith', '6.24', 'Grant', '6.42', 'Bacuna', '6.49', 'Stankovic', '6.42', 'Mooy', '6.73', 'Hadergjonaj', '6.40', 'Mounié', '6.69']","['Gea', '6.52', 'Shaw', '6.91', 'Lindelöf', '6.68', 'Jones', '6.81', 'Young', '6.87', 'Pogba', '7.31', 'Matic', '6.76', 'Herrera', '6.96', 'Mata', '6.70', 'Rashford', '6.95', 'Sánchez', '6.60']"
19,Arsenal,Brighton,1,1,16:30,"Jpl, 05-Mei-19",11,9,7,1,1,0,1,1,41,16,2,0,34,52,535,191,3-4-1-2,4-4-2,"['Leno', '6.68', 'Monreal', '6.97', 'Papastathopoulos', '6.82', 'Mustafi', '7.05', 'Kolasinac', '6.61', 'Xhaka', '7.03', 'Torreira', '6.72', 'Jenkinson', '6.31', 'Özil', '6.78', 'Aubameyang', '7.10', 'Lacazette', '7.17']","['Ryan', '6.41', 'Bernardo', '6.90', 'Dunk', '6.72', 'Duffy', '7.11', 'Bruno', '6.49', 'March', '6.79', 'Stephens', '6.66', 'Bissouma', '6.63', 'Groß', '6.68', 'Murray', '6.65', 'Andone', '6.22']"
20,Chelsea,Burnley,2,2,20:00,"Jtat, 22-Apr-19",19,3,3,3,0,0,0,0,43,5,2,1,39,87,646,134,4-3-3,4-4-2,"['Arrizabalaga', '6.63', 'Emerson', '6.59', 'Luiz', '7.08', 'Christensen', '6.73', 'Azpilicueta', '7.01', 'Loftus-Cheek', '6.85', 'Jorginho', '6.88', 'Kanté', '6.93', 'Hazard', '7.81', 'Higuaín', '6.89', 'Pedro', '6.97']","['Heaton', '6.61', 'Taylor', '6.75', 'Mee', '6.86', 'Tarkowski', '7.11', 'Lowton', '6.64', 'McNeil', '7.03', 'Cork', '6.58', 'Westwood', '6.80', 'Hendrick', '6.27', 'Barnes', '6.75', 'Wood', '6.67']"
21,Tottenham,Brighton,1,0,19:45,"Jnne, 23-Apr-19",22,2,7,3,0,1,0,0,26,9,1,0,36,68,680,127,4-3-1-2,4-4-1-1,"['Lloris', '6.96', 'Rose', '6.84', 'Vertonghen', '6.89', 'Sánchez', '6.83', 'Trippier', '7.10', 'Alli', '6.95', 'Wanyama', '6.53', 'Dier', '6.74', 'Eriksen', '7.08', 'Heung-Min', '7.10', 'Llorente', '6.49']","['Ryan', '6.41', 'Bernardo', '6.90', 'Dunk', '6.72', 'Duffy', '7.11', 'Montoya', '6.71', 'Locadia', '6.27', 'Stephens', '6.66', 'Bissouma', '6.63', 'March', '6.79', 'Groß', '6.68', 'Murray', '6.65']"
22,Watford,Southampton,1,1,19:45,"Jnne, 23-Apr-19",15,7,0,1,0,0,0,0,12,12,1,1,69,82,533,281,4-2-2-2,3-5-2,"['Foster', '6.69', 'Masina', '6.66', 'Cathcart', '6.66', 'Mariappa', '6.60', 'Janmaat', '6.88', 'Capoue', '7.13', 'Doucouré', '6.76', 'Pereyra', '6.66', 'Hughes', '6.72', 'Gray', '6.35', 'Deulofeu', '6.84']","['Gunn', '6.36', 'Stephens', '6.52', 'Yoshida', '6.85', 'Bednarek', '7.04', 'Bertrand', '6.61', 'Lemina', '6.85', 'Romeu', '6.76', 'Højbjerg', '6.87', 'Ward-Prowse', '6.87', 'Redmond', '6.91', 'Ings', '6.83']"
23,Wolverhampton Wanderers,Arsenal,3,1,19:45,"Jtan, 24-Apr-19",5,8,6,3,0,0,0,0,9,16,0,2,53,38,236,655,3-5-2,3-4-2-1,"['Patrício', '6.45', 'Boly', '7.12', 'Coady', '6.45', 'Bennett', '6.77', 'Jonny', '6.85', 'Moutinho', '7.06', 'Neves', '6.86', 'Gibbs-White', '6.20', 'Doherty', '7.12', 'Jota', '6.89', 'Jiménez', '7.07']","['Leno', '6.68', 'Monreal', '6.97', 'Koscielny', '6.92', 'Papastathopoulos', '6.82', 'Kolasinac', '6.61', 'Torreira', '6.72', 'Guendouzi', '6.55', 'Maitland-Niles', '6.64', 'Mkhitaryan', '6.88', 'Iwobi', '6.62', 'Aubameyang', '7.10']"
24,Manchester United,Manchester City,0,2,20:00,"Jtan, 24-Apr-19",10,7,2,0,0,1,0,0,8,8,2,4,62,58,347,653,4-3-1-2,4-3-3,"['Gea', '6.52', 'Shaw', '6.91', 'Lindelöf', '6.68', 'Smalling', '6.79', 'Young', '6.87', 'Pogba', '7.31', 'Matic', '6.76', 'McTominay', '6.48', 'Lingard', '6.59', 'Rashford', '6.95', 'Sánchez', '6.60']","['Ederson', '6.66', 'Mendy', '7.29', 'Laporte', '7.05', 'Stones', '6.87', 'Walker', '6.96', 'Silva', '7.26', 'Fernandinho', '7.31', 'Silva', '7.26', 'Sané', '7.26', 'Agüero', '7.53', 'Sterling', '7.61']"
25,Liverpool,Huddersfield,5,0,20:00,"Ijm, 26-Apr-19",19,4,2,1,0,0,0,0,,,,,,,,,4-3-3,4-5-1,"['Alisson', '6.79', 'Robertson', '7.12', 'Dijk', '7.44', 'Gomez', '6.76', 'Alexander-Arnold', '7.36', 'Milner', '6.91', 'Wijnaldum', '6.89', 'Henderson', '6.67', 'Mané', '7.43', 'Firmino', '7.20', 'Salah', '7.57']","['Lössl', '6.52', 'Durm', '6.33', 'Kongolo', '6.58', 'Schindler', '6.59', 'Smith', '6.24', 'Löwe', '6.35', 'Bacuna', '6.49', 'Stankovic', '6.42', 'Mooy', '6.73', 'Hadergjonaj', '6.40', 'Mounié', '6.69']"
26,Tottenham,West Ham,0,1,12:30,"Jmos, 27-Apr-19",13,10,1,2,0,4,0,0,12,19,8,6,51,68,572,284,4-3-3,4-3-3,"['Lloris', '6.96', 'Rose', '6.84', 'Vertonghen', '6.89', 'Alderweireld', '6.84', 'Trippier', '7.10', 'Alli', '6.95', 'Dier', '6.74', 'Eriksen', '7.08', 'Moura', '6.96', 'Llorente', '6.49', 'Heung-Min', '7.10']","['Fabianski', '7.02', 'Masuaku', '6.90', 'Ogbonna', '6.74', 'Balbuena', '6.98', 'Zabaleta', '6.74', 'Snodgrass', '6.78', 'Rice', '6.93', 'Noble', '6.65', 'Anderson', '7.23', 'Arnautovic', '6.84', 'Antonio', '6.92']"
27,Watford,Wolverhampton Wanderers,1,2,15:00,"Jmos, 27-Apr-19",7,4,3,6,0,1,0,0,26,16,1,1,46,67,454,325,4-2-2-2,3-5-2,"['Foster', '6.69', 'Masina', '6.66', 'Cathcart', '6.66', 'Mariappa', '6.60', 'Janmaat', '6.88', 'Capoue', '7.13', 'Doucouré', '6.76', 'Pereyra', '6.66', 'Hughes', '6.72', 'Gray', '6.35', 'Deulofeu', '6.84']","['Patrício', '6.45', 'Boly', '7.12', 'Coady', '6.45', 'Bennett', '6.77', 'Jonny', '6.85', 'Moutinho', '7.06', 'Neves', '6.86', 'Dendoncker', '6.97', 'Doherty', '7.12', 'Jota', '6.89', 'Jiménez', '7.07']"
28,Southampton,Bournemouth,3,3,15:00,"Jmos, 27-Apr-19",14,3,8,3,0,3,0,0,27,11,1,1,57,52,293,410,3-5-2,4-4-2,"['Gunn', '6.36', 'Stephens', '6.52', 'Yoshida', '6.85', 'Bednarek', '7.04', 'Bertrand', '6.61', 'Ward-Prowse', '6.87', 'Romeu', '6.76', 'Højbjerg', '6.87', 'Valery', '6.66', 'Redmond', '6.91', 'Ings', '6.83']","['Boruc', '6.72', 'Aké', '6.86', 'Cook', '6.96', 'Mepham', '6.47', 'Clyne', '6.43', 'Fraser', '7.08', 'Lerma', '6.97', 'Gosling', '6.70', 'Brooks', '6.83', 'Wilson', '6.99', 'King', '6.96']"
29,Crystal Palace,Everton,0,0,15:00,"Jmos, 27-Apr-19",3,15,5,6,0,1,0,0,10,33,0,0,61,51,260,496,4-4-2,4-2-3-1,"['Guaita', '6.74', 'Aanholt', '6.71', 'Dann', '6.74', 'Kelly', '6.63', 'Wan-Bissaka', '7.27', 'Meyer', '6.49', 'Milivojevic', '7.19', 'Kouyaté', '6.61', 'McArthur', '6.80', 'Zaha', '7.21', 'Benteke', '6.66']","['Pickford', '6.50', 'Digne', '7.36', 'Zouma', '6.78', 'Keane', '7.13', 'Coleman', '6.88', 'Schneiderlin', '6.71', 'Gueye', '7.14', 'Bernard', '6.60', 'Sigurdsson', '7.16', 'Walcott', '6.51', 'Calvert-Lewin', '6.61']"
30,Fulham,Cardiff,1,0,15:00,"Jmos, 27-Apr-19",8,9,0,3,0,1,0,0,18,19,0,1,47,56,582,166,4-2-3-1,4-5-1,"['Rico', '6.57', 'Bryan', '6.65', 'Ream', '6.30', 'Marchand', '6.72', 'Odoi', '6.62', 'Chambers', '6.82', 'Anguissa', '6.69', 'Babel', '6.86', 'Seri', '6.55', 'Sessegnon', '6.42', 'Mitrovic', '7.03']","['Etheridge', '6.72', 'Bennett', '6.77', 'Manga', '6.69', 'Morrison', '6.96', 'Peltier', '6.54', 'Mendez-Laing', '6.88', 'Ralls', '6.45', 'Gunnarsson', '6.61', 'Camarasa', '6.72', 'Hoilett', '6.46', 'Niasse', '6.43']"
31,Brighton,Newcastle United,1,1,17:30,"Jmos, 27-Apr-19",5,6,4,3,0,0,0,0,33,10,0,2,60,75,409,416,4-3-3,5-4-1,"['Ryan', '6.41', 'Bernardo', '6.90', 'Dunk', '6.72', 'Duffy', '7.11', 'Montoya', '6.71', 'Bissouma', '6.63', 'Stephens', '6.66', 'Groß', '6.68', 'March', '6.79', 'Murray', '6.65', 'Jahanbakhsh', '6.33']","['Dúbravka', '6.62', 'Ritchie', '6.95', 'Dummett', '6.74', 'Lascelles', '6.80', 'Schär', '7.30', 'Manquillo', '6.59', 'Atsu', '6.44', 'Sung-Yueng', '6.57', 'Hayden', '6.96', 'Pérez', '6.95', 'Rondón', '7.05']"
32,Leicester,Arsenal,3,0,12:00,"Jpl, 28-Apr-19",18,5,4,0,2,1,0,0,24,14,4,0,55,68,559,234,4-3-3,3-4-2-1,"['Schmeichel', '6.54', 'Chilwell', '7.04', 'Maguire', '7.01', 'Morgan', '6.87', 'Pereira', '7.34', 'Maddison', '7.20', 'Ndidi', '7.21', 'Tielemans', '7.14', 'Barnes', '6.70', 'Vardy', '6.94', 'Gray', '6.51']","['Leno', '6.68', 'Koscielny', '6.92', 'Papastathopoulos', '6.82', 'Mustafi', '7.05', 'Monreal', '6.97', 'Xhaka', '7.03', 'Torreira', '6.72', 'Maitland-Niles', '6.64', 'Mkhitaryan', '6.88', 'Iwobi', '6.62', 'Lacazette', '7.17']"
33,Burnley,Manchester City,0,1,14:05,"Jpl, 28-Apr-19",1,21,1,2,0,2,0,0,11,24,0,1,78,56,189,564,4-4-2,4-3-3,"['Heaton', '6.61', 'Taylor', '6.75', 'Mee', '6.86', 'Tarkowski', '7.11', 'Lowton', '6.64', 'McNeil', '7.03', 'Cork', '6.58', 'Westwood', '6.80', 'Hendrick', '6.27', 'Barnes', '6.75', 'Wood', '6.67']","['Ederson', '6.66', 'Zinchenko', '7.19', 'Laporte', '7.05', 'Otamendi', '6.98', 'Walker', '6.96', 'Silva', '7.26', 'Gündogan', '7.10', 'Silva', '7.26', 'Sané', '7.26', 'Agüero', '7.53', 'Sterling', '7.61']"
34,Manchester United,Chelsea,1,1,16:30,"Jpl, 28-Apr-19",2,11,5,5,0,0,0,0,15,21,4,2,49,49,421,385,4-3-1-2,4-3-3,"['Gea', '6.52', 'Shaw', '6.91', 'Lindelöf', '6.68', 'Smalling', '6.79', 'Young', '6.87', 'Pogba', '7.31', 'Fred', '6.49', 'Herrera', '6.96', 'Lingard', '6.59', 'Rashford', '6.95', 'Lukaku', '6.84']","['Arrizabalaga', '6.63', 'Emerson', '6.59', 'Luiz', '7.08', 'Christensen', '6.73', 'Azpilicueta', '7.01', 'Barkley', '6.65', 'Jorginho', '6.88', 'Kanté', '6.93', 'Hazard', '7.81', 'Higuaín', '6.89', 'Pedro', '6.97']"
35,Watford,Arsenal,0,1,20:00,"Jtat, 15-Apr-19",6,14,5,2,0,3,0,0,18,13,1,1,58,56,275,609,4-2-2-2,3-4-1-2,"['Foster', '6.69', 'Masina', '6.66', 'Cathcart', '6.66', 'Mariappa', '6.60', 'Janmaat', '6.88', 'Capoue', '7.13', 'Doucouré', '6.76', 'Pereyra', '6.66', 'Hughes', '6.72', 'Deeney', '7.11', 'Deulofeu', '6.84']","['Leno', '6.68', 'Monreal', '6.97', 'Koscielny', '6.92', 'Mustafi', '7.05', 'Kolasinac', '6.61', 'Torreira', '6.72', 'Ramsey', '6.70', 'Maitland-Niles', '6.64', 'Iwobi', '6.62', 'Aubameyang', '7.10', 'Lacazette', '7.17']"
36,Brighton,Cardiff,0,2,19:45,"Jnne, 16-Apr-19",9,5,5,5,0,0,0,0,22,7,2,4,60,73,465,225,4-3-3,4-2-3-1,"['Ryan', '6.41', 'Bernardo', '6.90', 'Dunk', '6.72', 'Duffy', '7.11', 'Montoya', '6.71', 'Bissouma', '6.63', 'Stephens', '6.66', 'Pröpper', '6.65', 'Locadia', '6.27', 'Murray', '6.65', 'Jahanbakhsh', '6.33']","['Etheridge', '6.72', 'Bennett', '6.77', 'Manga', '6.69', 'Morrison', '6.96', 'Peltier', '6.54', 'Gunnarsson', '6.61', 'Arter', '6.39', 'Hoilett', '6.46', 'Camarasa', '6.72', 'Murphy', '6.54', 'Zohore', '6.31']"
37,Manchester City,Tottenham,1,0,12:30,"Jmos, 20-Apr-19",13,7,2,2,0,1,0,0,19,7,3,2,60,62,527,324,4-3-3,3-4-2-1,"['Ederson', '6.66', 'Delph', '6.82', 'Laporte', '7.05', 'Stones', '6.87', 'Walker', '6.96', 'Silva', '7.26', 'Fernandinho', '7.31', 'Bruyne', '7.05', 'Sané', '7.26', 'Jesus', '6.64', 'Sterling', '7.61']","['Lloris', '6.96', 'Vertonghen', '6.89', 'Sánchez', '6.83', 'Foyth', '6.93', 'Davies', '6.69', 'Eriksen', '7.08', 'Wanyama', '6.53', 'Walker-Peters', '6.95', 'Moura', '6.96', 'Heung-Min', '7.10', 'Llorente', '6.49']"
