,home_team,away_team,time_day
84,Barnsley,Morecambe,"Jumanne, Ago 8 2017"
85,Rotherham,Lincoln City,"Jumanne, Ago 8 2017"
86,Scunthorpe,Notts Co.,"Jumanne, Ago 8 2017"
87,Reading,Gillingham,"Jumanne, Ago 8 2017"
88,Oldham,Burton,"Jumatano, Ago 9 2017"
89,Crewe,Bolton,"Jumatano, Ago 9 2017"
90,Colchester,Aston Villa,"Jumatano, Ago 9 2017"
91,Sheffield United,Walsall,"Jumatano, Ago 9 2017"
92,Leeds,Port Vale1,"Jumatano, Ago 9 2017"
93,Bury,Sunderland,"Alhamisi, Ago 10 2017"
