,home_team,away_team,time_day
44,Slavia Prague,Barcelona,"Jtan, 23-Okt-19"
45,Inter,Borussia Dortmund,"Jtan, 23-Okt-19"
46,Genk,Liverpool,"Jtan, 23-Okt-19"
47,Salzburg,Napoli,"Jtan, 23-Okt-19"
48,Real Madrid,Club Bruges,"Jnne, 01-Okt-19"
49,Atalanta,Shakhtar Donetsk,"Jnne, 01-Okt-19"
50,Galatasaray,Paris Saint-Germain,"Jnne, 01-Okt-19"
51,Tottenham,Bayern Munich,"Jnne, 01-Okt-19"
52,FK Crvena Zvezda,Olympiacos,"Jnne, 01-Okt-19"
53,Manchester City,Dinamo Zagreb,"Jnne, 01-Okt-19"
54,Juventus,Bayer Leverkusen,"Jnne, 01-Okt-19"
55,Lokomotiv Moscow,Atletico Madrid,"Jnne, 01-Okt-19"
56,Genk,Napoli,"Jtan, 02-Okt-19"
57,Slavia Prague,Borussia Dortmund,"Jtan, 02-Okt-19"
58,Liverpool,Salzburg,"Jtan, 02-Okt-19"
59,Barcelona,Inter,"Jtan, 02-Okt-19"
60,Zenit St. Petersburg,Benfica,"Jtan, 02-Okt-19"
61,RB Leipzig,Lyon,"Jtan, 02-Okt-19"
62,Lille,Chelsea,"Jtan, 02-Okt-19"
63,Valencia,Ajax,"Jtan, 02-Okt-19"
64,Inter,Slavia Prague,"Jnne, 17-Sep-19"
65,Lyon,Zenit St. Petersburg,"Jnne, 17-Sep-19"
66,Chelsea,Valencia,"Jnne, 17-Sep-19"
67,Ajax,Lille,"Jnne, 17-Sep-19"
68,Benfica,RB Leipzig,"Jnne, 17-Sep-19"
69,Borussia Dortmund,Barcelona,"Jnne, 17-Sep-19"
70,Salzburg,Genk,"Jnne, 17-Sep-19"
71,Napoli,Liverpool,"Jnne, 17-Sep-19"
72,Club Bruges,Galatasaray,"Jtan, 18-Sep-19"
73,Olympiacos,Tottenham,"Jtan, 18-Sep-19"
74,Shakhtar Donetsk,Manchester City,"Jtan, 18-Sep-19"
75,Dinamo Zagreb,Atalanta,"Jtan, 18-Sep-19"
76,Paris Saint-Germain,Real Madrid,"Jtan, 18-Sep-19"
77,Bayern Munich,FK Crvena Zvezda,"Jtan, 18-Sep-19"
78,Atletico Madrid,Juventus,"Jtan, 18-Sep-19"
79,Bayer Leverkusen,Lokomotiv Moscow,"Jtan, 18-Sep-19"
80,RB Leipzig,Paris Saint-Germain,"Jnne, 18-Ago-20"
81,Lyon,Bayern Munich,"Jtan, 19-Ago-20"
82,Paris Saint-Germain,Bayern Munich,"Jpl, 23-Ago-20"
83,Atalanta,Paris Saint-Germain,"Jtan, 12-Ago-20"
84,RB Leipzig,Atletico Madrid,"Alh, 13-Ago-20"
85,Barcelona,Bayern Munich,"Ijm, 14-Ago-20"
86,Manchester City,Lyon,"Jmos, 15-Ago-20"
87,Manchester City,Real Madrid,"Ijm, 07-Ago-20"
88,Juventus,Lyon,"Ijm, 07-Ago-20"
89,Barcelona,Napoli,"Jmos, 08-Ago-20"
90,Bayern Munich,Chelsea,"Jmos, 08-Ago-20"
91,Valencia,Atalanta,"Jnne, 10-Mac-20"
92,RB Leipzig,Tottenham,"Jnne, 10-Mac-20"
93,Paris Saint-Germain,Borussia Dortmund,"Jtan, 11-Mac-20"
94,Liverpool,Atletico Madrid,"Jtan, 11-Mac-20"
95,Napoli,Barcelona,"Jnne, 25-Feb-20"
96,Chelsea,Bayern Munich,"Jnne, 25-Feb-20"
97,Lyon,Juventus,"Jtan, 26-Feb-20"
98,Real Madrid,Manchester City,"Jtan, 26-Feb-20"
99,Borussia Dortmund,Paris Saint-Germain,"Jnne, 18-Feb-20"
100,Atletico Madrid,Liverpool,"Jnne, 18-Feb-20"
101,Tottenham,RB Leipzig,"Jtan, 19-Feb-20"
102,Atalanta,Valencia,"Jtan, 19-Feb-20"
