,home_team,away_team,time_day
58,Bayer Leverkusen,Shakhtar Donetsk,"Jtan, 23-Okt-13"
59,Manchester United,Real Sociedad,"Jtan, 23-Okt-13"
60,Real Madrid,Juventus,"Jtan, 23-Okt-13"
61,Galatasaray,FC Copenhagen,"Jtan, 23-Okt-13"
62,Anderlecht,Paris Saint-Germain,"Jtan, 23-Okt-13"
63,Benfica,Olympiacos,"Jtan, 23-Okt-13"
64,Zenit St. Petersburg,Austria Wien,"Jnne, 01-Okt-13"
65,FC Porto,Atletico Madrid,"Jnne, 01-Okt-13"
66,FC Basel 1893,Schalke 04,"Jnne, 01-Okt-13"
67,FC FCSB,Chelsea,"Jnne, 01-Okt-13"
68,Borussia Dortmund,Marseille,"Jnne, 01-Okt-13"
69,Arsenal,Napoli,"Jnne, 01-Okt-13"
70,Ajax,AC Milan,"Jnne, 01-Okt-13"
71,Celtic,Barcelona,"Jnne, 01-Okt-13"
72,CSKA Moscow,Viktoria Plzen,"Jtan, 02-Okt-13"
73,Shakhtar Donetsk,Manchester United,"Jtan, 02-Okt-13"
74,Bayer Leverkusen,Real Sociedad,"Jtan, 02-Okt-13"
75,Juventus,Galatasaray,"Jtan, 02-Okt-13"
76,Real Madrid,FC Copenhagen,"Jtan, 02-Okt-13"
77,Paris Saint-Germain,Benfica,"Jtan, 02-Okt-13"
78,Anderlecht,Olympiacos,"Jtan, 02-Okt-13"
79,Manchester City,Bayern Munich,"Jtan, 02-Okt-13"
80,Manchester United,Bayer Leverkusen,"Jnne, 17-Sep-13"
81,Real Sociedad,Shakhtar Donetsk,"Jnne, 17-Sep-13"
82,FC Copenhagen,Juventus,"Jnne, 17-Sep-13"
83,Galatasaray,Real Madrid,"Jnne, 17-Sep-13"
84,Olympiacos,Paris Saint-Germain,"Jnne, 17-Sep-13"
85,Benfica,Anderlecht,"Jnne, 17-Sep-13"
86,Bayern Munich,CSKA Moscow,"Jnne, 17-Sep-13"
87,Viktoria Plzen,Manchester City,"Jnne, 17-Sep-13"
88,Schalke 04,FC FCSB,"Jtan, 18-Sep-13"
89,Chelsea,FC Basel 1893,"Jtan, 18-Sep-13"
90,Marseille,Arsenal,"Jtan, 18-Sep-13"
91,Napoli,Borussia Dortmund,"Jtan, 18-Sep-13"
92,AC Milan,Celtic,"Jtan, 18-Sep-13"
93,Barcelona,Ajax,"Jtan, 18-Sep-13"
94,Austria Wien,FC Porto,"Jtan, 18-Sep-13"
95,Atletico Madrid,Zenit St. Petersburg,"Jtan, 18-Sep-13"
96,Real Madrid,Atletico Madrid,"Jmos, 24-Mei-14"
97,Bayern Munich,Real Madrid,"Jnne, 29-Apr-14"
98,Chelsea,Atletico Madrid,"Jtan, 30-Apr-14"
99,Atletico Madrid,Chelsea,"Jnne, 22-Apr-14"
100,Real Madrid,Bayern Munich,"Jtan, 23-Apr-14"
101,Borussia Dortmund,Real Madrid,"Jnne, 08-Apr-14"
102,Chelsea,Paris Saint-Germain,"Jnne, 08-Apr-14"
103,Bayern Munich,Manchester United,"Jtan, 09-Apr-14"
104,Atletico Madrid,Barcelona,"Jtan, 09-Apr-14"
105,Barcelona,Atletico Madrid,"Jnne, 01-Apr-14"
106,Manchester United,Bayern Munich,"Jnne, 01-Apr-14"
107,Real Madrid,Borussia Dortmund,"Jtan, 02-Apr-14"
108,Paris Saint-Germain,Chelsea,"Jtan, 02-Apr-14"
109,Chelsea,Galatasaray,"Jnne, 18-Mac-14"
110,Real Madrid,Schalke 04,"Jnne, 18-Mac-14"
111,Borussia Dortmund,Zenit St. Petersburg,"Jtan, 19-Mac-14"
112,Manchester United,Olympiacos,"Jtan, 19-Mac-14"
113,Atletico Madrid,AC Milan,"Jnne, 11-Mac-14"
114,Bayern Munich,Arsenal,"Jnne, 11-Mac-14"
115,Barcelona,Manchester City,"Jtan, 12-Mac-14"
116,Paris Saint-Germain,Bayer Leverkusen,"Jtan, 12-Mac-14"
117,Zenit St. Petersburg,Borussia Dortmund,"Jnne, 25-Feb-14"
118,Olympiacos,Manchester United,"Jnne, 25-Feb-14"
119,Galatasaray,Chelsea,"Jtan, 26-Feb-14"
120,Schalke 04,Real Madrid,"Jtan, 26-Feb-14"
121,Manchester City,Barcelona,"Jnne, 18-Feb-14"
122,Bayer Leverkusen,Paris Saint-Germain,"Jnne, 18-Feb-14"
123,Arsenal,Bayern Munich,"Jtan, 19-Feb-14"
124,AC Milan,Atletico Madrid,"Jtan, 19-Feb-14"
