,home_team,away_team,time_day
78,Atletico Madrid,Bayern Munich,"Jtan, 28-Sep-16"
79,FC Rostov,PSV Eindhoven,"Jtan, 28-Sep-16"
80,Bayern Munich,FC Rostov,"Jnne, 13-Sep-16"
81,PSV Eindhoven,Atletico Madrid,"Jnne, 13-Sep-16"
82,Paris Saint-Germain,Arsenal,"Jnne, 13-Sep-16"
83,FC Basel 1893,Ludogorets Razgrad,"Jnne, 13-Sep-16"
84,Dynamo Kyiv,Napoli,"Jnne, 13-Sep-16"
85,Benfica,Besiktas,"Jnne, 13-Sep-16"
86,Barcelona,Celtic,"Jnne, 13-Sep-16"
87,Manchester City,Borussia M.Gladbach,"Jtan, 14-Sep-16"
88,Bayer Leverkusen,CSKA Moscow,"Jtan, 14-Sep-16"
89,Tottenham,Monaco,"Jtan, 14-Sep-16"
90,Real Madrid,Sporting CP,"Jtan, 14-Sep-16"
91,Legia Warszawa,Borussia Dortmund,"Jtan, 14-Sep-16"
92,Lyon,Dinamo Zagreb,"Jtan, 14-Sep-16"
93,Juventus,Sevilla,"Jtan, 14-Sep-16"
94,Club Bruges,Leicester,"Jtan, 14-Sep-16"
95,FC Porto,FC Copenhagen,"Jtan, 14-Sep-16"
96,Juventus,Monaco,"Jnne, 09-Mei-17"
97,Atletico Madrid,Real Madrid,"Jtan, 10-Mei-17"
98,Real Madrid,Atletico Madrid,"Jnne, 02-Mei-17"
99,Monaco,Juventus,"Jtan, 03-Mei-17"
100,Leicester,Atletico Madrid,"Jnne, 18-Apr-17"
101,Real Madrid,Bayern Munich,"Jnne, 18-Apr-17"
102,Barcelona,Juventus,"Jtan, 19-Apr-17"
103,Monaco,Borussia Dortmund,"Jtan, 19-Apr-17"
104,Juventus,Barcelona,"Jnne, 11-Apr-17"
105,Borussia Dortmund,Monaco,"Jtan, 12-Apr-17"
106,Bayern Munich,Real Madrid,"Jtan, 12-Apr-17"
107,Atletico Madrid,Leicester,"Jtan, 12-Apr-17"
108,Juventus,FC Porto,"Jnne, 14-Mac-17"
109,Leicester,Sevilla,"Jnne, 14-Mac-17"
110,Monaco,Manchester City,"Jtan, 15-Mac-17"
111,Atletico Madrid,Bayer Leverkusen,"Jtan, 15-Mac-17"
112,Arsenal,Bayern Munich,"Jnne, 07-Mac-17"
113,Napoli,Real Madrid,"Jnne, 07-Mac-17"
114,Barcelona,Paris Saint-Germain,"Jtan, 08-Mac-17"
115,Borussia Dortmund,Benfica,"Jtan, 08-Mac-17"
116,Manchester City,Monaco,"Jnne, 21-Feb-17"
117,Bayer Leverkusen,Atletico Madrid,"Jnne, 21-Feb-17"
118,FC Porto,Juventus,"Jtan, 22-Feb-17"
119,Sevilla,Leicester,"Jtan, 22-Feb-17"
120,Paris Saint-Germain,Barcelona,"Jnne, 14-Feb-17"
121,Benfica,Borussia Dortmund,"Jnne, 14-Feb-17"
122,Bayern Munich,Arsenal,"Jtan, 15-Feb-17"
123,Real Madrid,Napoli,"Jtan, 15-Feb-17"
