,home_team,away_team,time_day
94,FC Midtjylland,Atalanta,"Jtan, 21-Okt-20"
95,Bayern Munich,Atletico Madrid,"Jtan, 21-Okt-20"
96,Manchester City,Chelsea,"Jmos, 29-Mei-21"
97,Manchester City,Paris Saint-Germain,"Jnne, 04-Mei-21"
98,Chelsea,Real Madrid,"Jtan, 05-Mei-21"
99,Real Madrid,Chelsea,"Jnne, 27-Apr-21"
100,Paris Saint-Germain,Manchester City,"Jtan, 28-Apr-21"
101,Chelsea,FC Porto,"Jnne, 13-Apr-21"
102,Paris Saint-Germain,Bayern Munich,"Jnne, 13-Apr-21"
103,Liverpool,Real Madrid,"Jtan, 14-Apr-21"
104,Borussia Dortmund,Manchester City,"Jtan, 14-Apr-21"
105,Manchester City,Borussia Dortmund,"Jnne, 06-Apr-21"
106,Real Madrid,Liverpool,"Jnne, 06-Apr-21"
107,FC Porto,Chelsea,"Jtan, 07-Apr-21"
108,Bayern Munich,Paris Saint-Germain,"Jtan, 07-Apr-21"
109,Manchester City,Borussia M.Gladbach,"Jnne, 16-Mac-21"
110,Real Madrid,Atalanta,"Jnne, 16-Mac-21"
111,Bayern Munich,Lazio,"Jtan, 17-Mac-21"
112,Chelsea,Atletico Madrid,"Jtan, 17-Mac-21"
113,Juventus,FC Porto,"Jnne, 09-Mac-21"
114,Borussia Dortmund,Sevilla,"Jnne, 09-Mac-21"
115,Liverpool,RB Leipzig,"Jtan, 10-Mac-21"
116,Paris Saint-Germain,Barcelona,"Jtan, 10-Mac-21"
117,Lazio,Bayern Munich,"Jnne, 23-Feb-21"
118,Atletico Madrid,Chelsea,"Jnne, 23-Feb-21"
119,Atalanta,Real Madrid,"Jtan, 24-Feb-21"
120,Borussia M.Gladbach,Manchester City,"Jtan, 24-Feb-21"
121,RB Leipzig,Liverpool,"Jnne, 16-Feb-21"
122,Barcelona,Paris Saint-Germain,"Jnne, 16-Feb-21"
123,Sevilla,Borussia Dortmund,"Jtan, 17-Feb-21"
124,FC Porto,Juventus,"Jtan, 17-Feb-21"
