,home_team,away_team,home_score,away_score,start_time,time_day,home_open_play,away_open_play,home_setpiece,away_setpiece,home_counterattack,away_counterattack,home_penalty,away_penalty,home_cross,away_cross,home_longball,away_longball,home_throughball,away_throughball,home_stortball,away_stortball,home_form,away_form,home_player,away_player
10,Wolverhampton Wanderers,Blackburn,2,3,16:00,"Jpl, 22-Mei-11",8,8,8,8,0,0,0,0,42,14,1,0,70,75,302,208,4-4-1-1,2004-04-02,"['Hennessey', '6.63', 'Elokobi', '6.80', 'Stearman', '6.66', 'Berra', '6.81', 'Foley', '6.57', 'Jarvis', '6.67', 'Milijas', '6.88', 'Henry', '6.59', 'Hammill', '6.44', ""O'Hara"", '7.04', 'Fletcher', '6.67']","['Robinson', '6.75', 'Olsson', '6.75', 'Givet', '6.78', 'Samba', '7.33', 'Salgado', '6.88', 'Pedersen', '6.93', 'Dunn', '6.5', 'Jones', '6.94', 'Hoilett', '7.02', 'Diouf', '6.55', 'Roberts', '6.53']"
11,Fulham,Liverpool,2,5,20:00,"Jtat, 09-Mei-11",7,14,4,3,0,0,0,0,24,17,3,10,58,67,401,409,2004-04-02,2004-04-02,"['Schwarzer', '6.79', 'Salcido', '6.91', 'Hughes', '7.08', 'Hangeland', '7.39', 'Baird', '7.07', 'Kakuta', '6.61', 'Etuhu', '6.84', 'Murphy', '7.08', 'Dempsey', '7.09', 'Dembélé', '7.12', 'Zamora', '6.89']","['Reina', '6.70', 'Robinson', '6.91', 'Skrtel', '6.83', 'Carragher', '6.70', 'Flanagan', '6.76', 'Meireles', '7.31', 'Leiva', '7.21', 'Spearing', '6.91', 'Kuyt', '7.29', 'Carroll', '6.75', 'Suárez', '7.63']"
12,Manchester City,Tottenham,1,0,19:45,"Jnne, 10-Mei-11",8,10,1,5,0,1,0,0,11,34,2,2,50,70,328,526,2004-03-03,4-4-1-1,"['Hart', '6.92', 'Kolarov', '6.89', 'Lescott', '6.99', 'Kompany', '7.42', 'Boyata', '6.55', 'Barry', '7.06', 'Jong', '7.05', 'Touré', '7.17', 'Balotelli', '6.85', 'Dzeko', '6.62', 'Silva', '7.15']","['Gomes', '7.01', 'Corluka', '6.95', 'Gallas', '6.88', 'Dawson', '7.38', 'Kaboul', '6.95', 'Pienaar', '6.86', 'Modric', '7.34', 'Sandro', '6.89', 'Lennon', '6.84', 'Vaart', '7.44', 'Crouch', '6.83']"
13,Sunderland,Wolverhampton Wanderers,1,3,12:45,"Jmos, 14-Mei-11",8,8,6,5,0,0,0,0,27,26,4,1,77,68,422,268,2004-05-01,4-4-1-1,"['Mignolet', '6.72', 'Bardsley', '7.07', 'Mensah', '6.89', 'Ferdinand', '6.90', 'Onuoha', '6.91', 'Muntari', '6.96', 'Henderson', '7.05', 'Zenden', '6.54', 'Colback', '6.49', 'Malbranque', '6.79', 'Sessegnon', '6.85']","['Hennessey', '6.63', 'Elokobi', '6.80', 'Stearman', '6.66', 'Berra', '6.81', 'Foley', '6.57', 'Jarvis', '6.67', 'Milijas', '6.88', 'Henry', '6.59', 'Hammill', '6.44', ""O'Hara"", '7.04', 'Fletcher', '6.67']"
14,Blackburn,Manchester United,1,1,12:45,"Jmos, 14-Mei-11",5,9,1,2,0,0,0,1,11,29,0,3,54,102,181,624,2004-04-02,2004-04-02,"['Robinson', '6.75', 'Olsson', '6.75', 'Givet', '6.78', 'Samba', '7.33', 'Salgado', '6.88', 'Pedersen', '6.93', 'Dunn', '6.5', 'Jones', '6.94', 'Hoilett', '7.02', 'Diouf', '6.55', 'Roberts', '6.53']","['Sar', '6.66', 'Evra', '7.1', 'Ferdinand', '7.13', 'Vidic', '7.51', 'Rafael', '7.24', 'Giggs', '7.18', 'Anderson', '6.95', 'Carrick', '6.84', 'Nani', '7.71', 'Chicharito', '6.68', 'Rooney', '7.38']"
15,West Bromwich Albion,Everton,1,0,12:45,"Jmos, 14-Mei-11",12,14,3,8,0,0,0,0,16,40,6,0,66,80,314,322,4-2-3-1,4-4-1-1,"['Carson', '6.31', 'Shorey', '6.50', 'Olsson', '6.84', 'Méité', '6.42', 'Reid', '6.74', 'Scharner', '6.93', 'Mulumbu', '7.16', 'Thomas', '6.88', 'Morrison', '6.68', 'Brunt', '7.23', 'Odemwingie', '7.21']","['Howard', '6.60', 'Baines', '7.20', 'Distin', '7.15', 'Jagielka', '7.11', 'Hibbert', '6.66', 'Arteta', '7.26', 'Rodwell', '6.37', 'Neville', '6.62', 'Osman', '7.12', 'Cahill', '6.99', 'Beckford', '6.46']"
16,Blackpool,Bolton,4,3,12:45,"Jmos, 14-Mei-11",7,9,3,9,1,1,0,0,24,22,1,5,75,84,293,265,2004-03-03,2004-04-02,"['Gilks', '6.52', 'Baptiste', '6.78', 'Evatt', '7.00', 'Cathcart', '6.74', 'Eardley', '6.75', 'Grandin', '6.47', 'Vaughan', '7.16', 'Adam', '7.48', 'Varney', '6.67', 'Campbell', '6.70', 'Taylor-Fletcher', '6.87']","['Jääskeläinen', '6.76', 'Robinson', '6.78', 'Cahill', '7.30', 'Knight', '6.98', 'Steinsson', '6.96', 'Taylor', '6.64', 'Cohen', '6.31', 'Muamba', '6.61', 'Elmander', '7.18', 'Sturridge', '7.12', 'Davies', '7.31']"
17,Chelsea,Newcastle United,2,2,13:30,"Jpl, 15-Mei-11",11,7,5,9,0,0,0,0,27,16,7,4,57,58,435,217,2004-03-03,2004-04-02,"['Cech', '6.85', 'Cole', '6.95', 'Terry', '7.31', 'Luiz', '7.17', 'Ivanovic', '7.24', 'Lampard', '7.37', 'Ramires', '7.06', 'Essien', '7.24', 'Malouda', '7.44', 'Drogba', '7.55', 'Kalou', '6.86']","['Harper', '6.66', 'Enrique', '6.97', 'Taylor', '6.81', 'Coloccini', '6.81', 'Simpson', '6.59', 'Gutiérrez', '6.93', 'Løvenkrands', '6.57', 'Tioté', '7.16', 'Barton', '7.35', 'Ranger', '6.19', 'Ameobi', '6.72']"
18,Wigan,West Ham,3,2,16:00,"Jpl, 15-Mei-11",23,10,5,9,1,0,0,0,25,19,9,6,56,69,398,252,2004-03-03,2004-04-02,"['Habsi', '6.82', 'Figueroa', '6.82', 'Alcaraz', '7.42', 'Caldwell', '6.72', 'Gohouri', '7.16', 'McCarthy', '6.91', 'Watson', '7.03', 'Diamé', '6.95', 'Cleverley', '6.73', 'Rodallega', '6.62', ""N'Zogbia"", '7.17']","['Green', '6.74', 'Bridge', '6.70', 'Upson', '6.83', 'Tomkins', '7.34', 'Jacobsen', '6.45', 'Morte', '6.55', 'Hitzlsperger', '7.27', 'Spector', '6.39', 'Obinna', '6.96', 'Piquionne', '6.90', 'Ba', '7.10']"
19,Birmingham,Fulham,0,2,16:00,"Jpl, 15-Mei-11",8,17,3,4,0,0,0,0,30,18,0,6,73,58,392,284,4-4-1-1,2004-04-02,"['Foster', '6.94', 'Parnaby', '6.66', 'Jiranek', '6.58', 'Johnson', '7.08', 'Carr', '6.56', 'Fahey', '6.40', 'Bowyer', '6.47', 'Ferguson', '6.69', 'Larsson', '6.94', 'Hleb', '6.53', 'Jerome', '6.58']","['Schwarzer', '6.79', 'Salcido', '6.91', 'Hughes', '7.08', 'Hangeland', '7.39', 'Pantsil', '6.70', 'Kakuta', '6.61', 'Etuhu', '6.84', 'Murphy', '7.08', 'Dempsey', '7.09', 'Dembélé', '7.12', 'Zamora', '6.89']"
20,Arsenal,Aston Villa,1,2,16:00,"Jpl, 15-Mei-11",15,6,9,2,0,0,0,0,40,7,7,5,26,54,589,250,4-2-3-1,2004-04-02,"['Szczesny', '6.80', 'Clichy', '7.34', 'Koscielny', '7.04', 'Djourou', '6.97', 'Sagna', '7.16', 'Wilshere', '7.05', 'Song', '7.38', 'Arshavin', '7.06', 'Ramsey', '6.46', 'Walcott', '6.92', 'Persie', '7.56']","['Friedel', '6.50', 'Warnock', '6.83', 'Collins', '7.04', 'Dunne', '7.02', 'Walker', '7.27', 'Downing', '7.18', 'Young', '7.11', 'Petrov', '7.02', 'Albrighton', '7.03', 'Agbonlahor', '6.50', 'Bent', '7.07']"
21,Liverpool,Tottenham,0,2,16:00,"Jpl, 15-Mei-11",11,7,3,2,1,0,0,1,38,12,3,1,67,75,395,347,2004-04-02,4-4-1-1,"['Reina', '6.70', 'Robinson', '6.91', 'Skrtel', '6.83', 'Carragher', '6.70', 'Flanagan', '6.76', 'Meireles', '7.31', 'Leiva', '7.21', 'Spearing', '6.91', 'Kuyt', '7.29', 'Carroll', '6.75', 'Suárez', '7.63']","['Gomes', '7.01', 'Corluka', '6.95', 'Gallas', '6.88', 'Dawson', '7.38', 'Kaboul', '6.95', 'Pienaar', '6.86', 'Modric', '7.34', 'Sandro', '6.89', 'Lennon', '6.84', 'Vaart', '7.44', 'Crouch', '6.83']"
22,Everton,Manchester City,2,1,15:00,"Jmos, 07-Mei-11",5,7,6,3,0,2,0,0,31,23,0,2,72,50,293,344,4-4-1-1,2004-03-03,"['Howard', '6.60', 'Baines', '7.20', 'Distin', '7.15', 'Jagielka', '7.11', 'Hibbert', '6.66', 'Arteta', '7.26', 'Rodwell', '6.37', 'Neville', '6.62', 'Osman', '7.12', 'Cahill', '6.99', 'Beckford', '6.46']","['Hart', '6.92', 'Kolarov', '6.89', 'Lescott', '6.99', 'Kompany', '7.42', 'Boyata', '6.55', 'Barry', '7.06', 'Jong', '7.05', 'Touré', '7.17', 'Balotelli', '6.85', 'Dzeko', '6.62', 'Silva', '7.15']"
23,Newcastle United,Birmingham,2,1,15:00,"Jmos, 07-Mei-11",12,6,8,0,0,0,1,0,33,12,2,0,76,69,411,232,2004-04-02,4-4-1-1,"['Harper', '6.66', 'Enrique', '6.97', 'Taylor', '6.81', 'Coloccini', '6.81', 'Simpson', '6.59', 'Gutiérrez', '6.93', 'Nolan', '6.93', 'Tioté', '7.16', 'Barton', '7.35', 'Løvenkrands', '6.57', 'Ameobi', '6.72']","['Foster', '6.94', 'Ridgewell', '6.66', 'Jiranek', '6.58', 'Johnson', '7.08', 'Carr', '6.56', 'Fahey', '6.40', 'Bowyer', '6.47', 'Ferguson', '6.69', 'Larsson', '6.94', 'Hleb', '6.53', 'Jerome', '6.58']"
24,Aston Villa,Wigan,1,1,15:00,"Jmos, 07-Mei-11",7,5,4,3,0,0,0,0,19,9,2,0,47,62,332,358,2004-04-02,2004-03-03,"['Friedel', '6.50', 'Warnock', '6.83', 'Collins', '7.04', 'Dunne', '7.02', 'Walker', '7.27', 'Downing', '7.18', 'Young', '7.11', 'Petrov', '7.02', 'Albrighton', '7.03', 'Agbonlahor', '6.50', 'Bent', '7.07']","['Habsi', '6.82', 'Figueroa', '6.82', 'Alcaraz', '7.42', 'Caldwell', '6.72', 'Gohouri', '7.16', 'McCarthy', '6.91', 'Watson', '7.03', 'Diamé', '6.95', 'Cleverley', '6.73', 'Rodallega', '6.62', ""N'Zogbia"", '7.17']"
25,Bolton,Sunderland,1,2,15:00,"Jmos, 07-Mei-11",13,6,7,3,0,1,0,0,21,13,1,7,74,74,279,247,2004-04-02,2004-05-01,"['Jääskeläinen', '6.76', 'Robinson', '6.78', 'Cahill', '7.30', 'Knight', '6.98', 'Steinsson', '6.96', 'Taylor', '6.64', 'Cohen', '6.31', 'Muamba', '6.61', 'Chung-Yong', '6.93', 'Elmander', '7.18', 'Davies', '7.31']","['Mignolet', '6.72', 'Bardsley', '7.07', 'Onuoha', '6.91', 'Turner', '6.75', 'Mohamady', '6.85', 'Muntari', '6.96', 'Henderson', '7.05', 'Cattermole', '6.97', 'Richardson', '6.85', 'Malbranque', '6.79', 'Sessegnon', '6.85']"
26,West Ham,Blackburn,1,1,15:00,"Jmos, 07-Mei-11",13,7,14,3,0,0,0,0,36,13,1,1,75,55,298,180,2004-04-02,2004-04-02,"['Green', '6.74', 'Bridge', '6.70', 'Upson', '6.83', 'Tomkins', '7.34', 'Jacobsen', '6.45', 'Morte', '6.55', 'Hitzlsperger', '7.27', 'Spector', '6.39', 'Obinna', '6.96', 'Piquionne', '6.90', 'Ba', '7.10']","['Robinson', '6.75', 'Olsson', '6.75', 'Givet', '6.78', 'Samba', '7.33', 'Salgado', '6.88', 'Pedersen', '6.93', 'Dunn', '6.5', 'Jones', '6.94', 'Hoilett', '7.02', 'Diouf', '6.55', 'Roberts', '6.53']"
27,Tottenham,Blackpool,1,1,17:30,"Jmos, 07-Mei-11",15,9,8,3,1,2,0,2,43,13,6,0,73,63,396,290,4-4-1-1,2004-03-03,"['Gomes', '7.01', 'Bale', '7.38', 'Gallas', '6.88', 'Dawson', '7.38', 'Corluka', '6.95', 'Pienaar', '6.86', 'Modric', '7.34', 'Sandro', '6.89', 'Lennon', '6.84', 'Vaart', '7.44', 'Crouch', '6.83']","['Gilks', '6.52', 'Baptiste', '6.78', 'Evatt', '7.00', 'Cathcart', '6.74', 'Eardley', '6.75', 'Grandin', '6.47', 'Vaughan', '7.16', 'Adam', '7.48', 'Varney', '6.67', 'Campbell', '6.70', 'Taylor-Fletcher', '6.87']"
28,Wolverhampton Wanderers,West Bromwich Albion,3,1,12:00,"Jpl, 08-Mei-11",7,11,7,3,0,0,0,1,28,20,2,5,80,44,270,384,4-4-1-1,4-2-3-1,"['Hennessey', '6.63', 'Elokobi', '6.80', 'Stearman', '6.66', 'Berra', '6.81', 'Foley', '6.57', 'Jarvis', '6.67', 'Milijas', '6.88', 'Henry', '6.59', 'Hammill', '6.44', ""O'Hara"", '7.04', 'Fletcher', '6.67']","['Carson', '6.31', 'Shorey', '6.50', 'Olsson', '6.84', 'Méité', '6.42', 'Reid', '6.74', 'Morrison', '6.68', 'Mulumbu', '7.16', 'Thomas', '6.88', 'Cox', '6.27', 'Brunt', '7.23', 'Odemwingie', '7.21']"
29,Stoke,Arsenal,3,1,14:05,"Jpl, 08-Mei-11",8,12,4,6,0,0,0,0,12,25,2,9,49,40,160,537,2004-04-02,4-2-3-1,"['Sørensen', '6.60', 'Collins', '6.69', 'Shawcross', '6.85', 'Wilkinson', '6.80', 'Huth', '7.15', 'Delap', '6.74', 'Whelan', '6.49', 'Whitehead', '6.61', 'Pennant', '7.11', 'Jones', '7.23', 'Carew', '6.49']","['Szczesny', '6.80', 'Clichy', '7.34', 'Koscielny', '7.04', 'Djourou', '6.97', 'Sagna', '7.16', 'Wilshere', '7.05', 'Song', '7.38', 'Arshavin', '7.06', 'Ramsey', '6.46', 'Walcott', '6.92', 'Persie', '7.56']"
30,Manchester United,Chelsea,2,1,16:10,"Jpl, 08-Mei-11",9,15,3,5,1,0,0,0,17,19,2,3,80,63,297,354,2004-04-02,2004-03-03,"['Sar', '6.66', 'Evra', '7.1', 'Ferdinand', '7.13', 'Vidic', '7.51', 'Rafael', '7.24', 'Giggs', '7.18', 'Anderson', '6.95', 'Carrick', '6.84', 'Nani', '7.71', 'Chicharito', '6.68', 'Rooney', '7.38']","['Cech', '6.85', 'Cole', '6.95', 'Terry', '7.31', 'Luiz', '7.17', 'Ivanovic', '7.24', 'Lampard', '7.37', 'Mikel', '7.07', 'Essien', '7.24', 'Malouda', '7.44', 'Drogba', '7.55', 'Anelka', '7.10']"
31,Blackburn,Manchester City,0,1,20:00,"Jtat, 25-Apr-11",7,8,7,4,0,0,0,0,18,25,1,0,61,75,190,452,2004-04-02,2004-03-03,"['Robinson', '6.75', 'Olsson', '6.75', 'Givet', '6.78', 'Samba', '7.33', 'Salgado', '6.88', 'Pedersen', '6.93', 'Dunn', '6.5', 'Jones', '6.94', 'Hoilett', '7.02', 'Diouf', '6.55', 'Kalinic', '6.40']","['Hart', '6.92', 'Kolarov', '6.89', 'Lescott', '6.99', 'Kompany', '7.42', 'Boyata', '6.55', 'Barry', '7.06', 'Jong', '7.05', 'Touré', '7.17', 'Balotelli', '6.85', 'Dzeko', '6.62', 'Silva', '7.15']"
32,Stoke,Wolverhampton Wanderers,3,0,19:45,"Jnne, 26-Apr-11",10,2,5,5,0,0,0,0,25,22,2,1,57,74,218,451,2004-04-02,4-4-1-1,"['Sørensen', '6.60', 'Collins', '6.69', 'Shawcross', '6.85', 'Wilkinson', '6.80', 'Huth', '7.15', 'Etherington', '6.92', 'Whelan', '6.49', 'Whitehead', '6.61', 'Pennant', '7.11', 'Jones', '7.23', 'Carew', '6.49']","['Hennessey', '6.63', 'Elokobi', '6.80', 'Stearman', '6.66', 'Berra', '6.81', 'Foley', '6.57', 'Jarvis', '6.67', 'Milijas', '6.88', 'Henry', '6.59', 'Hammill', '6.44', ""O'Hara"", '7.04', 'Ebanks-Blake', '6.56']"
33,Fulham,Bolton,3,0,20:00,"Jtan, 27-Apr-11",11,9,8,5,0,0,0,0,26,18,4,2,84,77,332,315,2004-04-02,2004-04-02,"['Schwarzer', '6.79', 'Salcido', '6.91', 'Hughes', '7.08', 'Hangeland', '7.39', 'Baird', '7.07', 'Kakuta', '6.61', 'Etuhu', '6.84', 'Murphy', '7.08', 'Dempsey', '7.09', 'Dembélé', '7.12', 'Zamora', '6.89']","['Jääskeläinen', '6.76', 'Robinson', '6.78', 'Cahill', '7.30', 'Knight', '6.98', 'Steinsson', '6.96', 'Taylor', '6.64', 'Davies', '6.59', 'Muamba', '6.61', 'Elmander', '7.18', 'Sturridge', '7.12', 'Davies', '7.31']"
34,West Bromwich Albion,Aston Villa,2,1,15:00,"Jmos, 30-Apr-11",5,8,6,4,0,0,0,0,11,26,2,0,52,70,268,385,4-2-3-1,2004-04-02,"['Carson', '6.31', 'Shorey', '6.50', 'Olsson', '6.84', 'Méité', '6.42', 'Reid', '6.74', 'Scharner', '6.93', 'Mulumbu', '7.16', 'Thomas', '6.88', 'Morrison', '6.68', 'Brunt', '7.23', 'Odemwingie', '7.21']","['Friedel', '6.50', 'Warnock', '6.83', 'Collins', '7.04', 'Dunne', '7.02', 'Walker', '7.27', 'Downing', '7.18', 'Young', '7.11', 'Petrov', '7.02', 'Albrighton', '7.03', 'Agbonlahor', '6.50', 'Bent', '7.07']"
35,Blackpool,Stoke,0,0,15:00,"Jmos, 30-Apr-11",8,4,6,5,0,0,0,0,22,28,0,2,79,64,282,203,2004-03-03,2004-04-02,"['Gilks', '6.52', 'Baptiste', '6.78', 'Evatt', '7.00', 'Cathcart', '6.74', 'Eardley', '6.75', 'Grandin', '6.47', 'Vaughan', '7.16', 'Adam', '7.48', 'Varney', '6.67', 'Campbell', '6.70', 'Taylor-Fletcher', '6.87']","['Sørensen', '6.60', 'Collins', '6.69', 'Shawcross', '6.85', 'Wilkinson', '6.80', 'Huth', '7.15', 'Delap', '6.74', 'Whelan', '6.49', 'Whitehead', '6.61', 'Pennant', '7.11', 'Jones', '7.23', 'Carew', '6.49']"
36,Wigan,Everton,1,1,15:00,"Jmos, 30-Apr-11",10,2,3,4,2,0,0,2,17,28,5,0,60,63,330,316,2004-03-03,4-4-1-1,"['Habsi', '6.82', 'Figueroa', '6.82', 'Alcaraz', '7.42', 'Caldwell', '6.72', 'Gohouri', '7.16', 'McCarthy', '6.91', 'Watson', '7.03', 'Diamé', '6.95', 'Cleverley', '6.73', 'Rodallega', '6.62', ""N'Zogbia"", '7.17']","['Howard', '6.60', 'Baines', '7.20', 'Distin', '7.15', 'Jagielka', '7.11', 'Hibbert', '6.66', 'Bilyaletdinov', '6.40', 'Osman', '7.12', 'Neville', '6.62', 'Coleman', '6.74', 'Arteta', '7.26', 'Beckford', '6.46']"
37,Blackburn,Bolton,1,0,15:00,"Jmos, 30-Apr-11",15,9,5,4,1,0,0,0,25,21,0,1,59,86,199,275,2004-04-02,2004-04-02,"['Robinson', '6.75', 'Olsson', '6.75', 'Givet', '6.78', 'Samba', '7.33', 'Salgado', '6.88', 'Pedersen', '6.93', 'Dunn', '6.5', 'Jones', '6.94', 'Hoilett', '7.02', 'Diouf', '6.55', 'Roberts', '6.53']","['Jääskeläinen', '6.76', 'Robinson', '6.78', 'Cahill', '7.30', 'Knight', '6.98', 'Steinsson', '6.96', 'Taylor', '6.64', 'Davies', '6.59', 'Muamba', '6.61', 'Chung-Yong', '6.93', 'Elmander', '7.18', 'Davies', '7.31']"
