,home_team,away_team,home_score,away_score,start_time,time_day,home_open_play,away_open_play,home_setpiece,away_setpiece,home_counterattack,away_counterattack,home_penalty,away_penalty,home_cross,away_cross,home_longball,away_longball,home_throughball,away_throughball,home_stortball,away_stortball,home_form,away_form,home_player,away_player
10,Everton,Newcastle United,3,1,15:00,"Jpl, 13-Mei-12",10,10,6,0,1,1,0,0,15,11,2,1,67,74,329,379,4-4-1-1,4-4-2,"['Howard', '6.74', 'Distin', '6.93', 'Heitinga', '6.83', 'Jagielka', '7.02', 'Hibbert', '6.79', 'Pienaar', '7.48', 'Fellaini', '7.10', 'Osman', '6.89', 'Gueye', '6.36', 'Cahill', '6.54', 'Jelavic', '7.11']","['Krul', '6.74', 'Santon', '6.67', 'Williamson', '6.75', 'Coloccini', '6.88', 'Perch', '6.67', 'Gutiérrez', '6.97', 'Tioté', '6.96', 'Cabaye', '7.26', 'Arfa', '6.89', 'Ba', '6.95', 'Cissé', '7.37']"
11,Chelsea,Blackburn,2,1,15:00,"Jpl, 13-Mei-12",17,6,2,4,0,0,0,0,33,9,2,1,48,66,524,359,4-2-3-1,4-4-1-1,"['Turnbull', '6.12', 'Bertrand', '6.80', 'Terry', '7.11', 'Ivanovic', '7.12', 'Ferreira', '6.41', 'Essien', '6.60', 'Meireles', '6.81', 'Malouda', '6.60', 'Ramires', '7.21', 'Sturridge', '6.88', 'Drogba', '6.83']","['Robinson', '6.21', 'Olsson', '6.60', 'Givet', '6.65', 'Dann', '6.62', 'Orr', '6.44', 'Pedersen', '6.98', 'Lowe', '6.58', 'Nzonzi', '6.83', 'Formica', '6.73', 'Hoilett', '7.03', 'Yakubu', '6.74']"
12,Manchester City,Manchester United,1,0,20:00,"Jtat, 30-Apr-12",10,3,4,2,1,0,0,0,26,29,5,2,53,61,403,348,4-2-3-1,4-4-2,"['Hart', '6.82', 'Clichy', '7.37', 'Lescott', '7.05', 'Kompany', '7.32', 'Richards', '7.03', 'Touré', '7.42', 'Barry', '7.23', 'Nasri', '7.20', 'Agüero', '7.45', 'Silva', '7.50', 'Tevez', '7.14']","['Gea', '6.98', 'Evra', '7.38', 'Evans', '7.21', 'Ferdinand', '7.00', 'Rafael', '7.39', 'Nani', '7.43', 'Carrick', '7.34', 'Scholes', '7.22', 'Valencia', '7.51', 'Rooney', '7.73', 'Welbeck', '7.17']"
13,Stoke,Everton,1,1,19:45,"Jnne, 01-Mei-12",4,6,7,5,0,0,0,0,20,28,0,2,70,63,211,374,4-4-2,4-4-1-1,"['Begovic', '6.72', 'Wilson', '6.78', 'Shawcross', '6.97', 'Huth', '7.01', 'Shotton', '6.57', 'Etherington', '6.73', 'Whelan', '6.73', 'Whitehead', '6.54', 'Pennant', '6.79', 'Crouch', '6.90', 'Walters', '6.61']","['Howard', '6.74', 'Neville', '6.56', 'Distin', '6.93', 'Jagielka', '7.02', 'Hibbert', '6.79', 'Pienaar', '7.48', 'Fellaini', '7.10', 'Heitinga', '6.83', 'Osman', '6.89', 'Cahill', '6.54', 'Jelavic', '7.11']"
14,Liverpool,Fulham,0,1,19:45,"Jnne, 01-Mei-12",18,7,3,2,0,1,0,0,36,8,1,4,77,66,512,344,4-4-2,4-4-1-1,"['Reina', '6.47', 'Enrique', '6.84', 'Skrtel', '6.94', 'Agger', '6.92', 'Johnson', '7.02', 'Downing', '6.65', 'Spearing', '6.56', 'Henderson', '6.67', 'Kuyt', '6.59', 'Suárez', '7.35', 'Carroll', '6.89']","['Schwarzer', '6.68', 'Riise', '6.90', 'Senderos', '6.70', 'Hangeland', '6.95', 'Hughes', '6.74', 'Dempsey', '7.28', 'Diarra', '7.06', 'Murphy', '6.93', 'Duff', '6.64', 'Dembélé', '7.27', 'Pogrebnyak', '6.75']"
15,Chelsea,Newcastle United,0,2,19:45,"Jtan, 02-Mei-12",13,8,5,5,0,0,0,0,27,12,2,0,53,76,510,256,4-2-3-1,4-4-2,"['Cech', '6.74', 'Cole', '6.86', 'Terry', '7.11', 'Ivanovic', '7.12', 'Bosingwa', '6.97', 'Meireles', '6.81', 'Lampard', '7.12', 'Mata', '7.31', 'Ramires', '7.21', 'Sturridge', '6.88', 'Torres', '6.76']","['Krul', '6.74', 'Santon', '6.67', 'Perch', '6.67', 'Coloccini', '6.88', 'Simpson', '6.78', 'Gutiérrez', '6.97', 'Tioté', '6.96', 'Cabaye', '7.26', 'Arfa', '6.89', 'Ba', '6.95', 'Cissé', '7.37']"
16,Bolton,Tottenham,1,4,20:00,"Jtan, 02-Mei-12",6,9,8,3,1,2,0,0,21,11,1,9,71,52,354,435,4-4-2,4-4-1-1,"['Bogdan', '6.55', 'Ricketts', '6.74', 'Ream', '6.89', 'Wheater', '6.93', 'Boyata', '6.62', 'Petrov', '6.71', 'Davies', '6.93', 'Reo-Coker', '6.75', 'Eagles', '6.89', 'Davies', '6.68', 'Klasnic', '6.59']","['Friedel', '6.72', 'Rose', '6.28', 'Kaboul', '7.30', 'Gallas', '7.09', 'Walker', '7.13', 'Bale', '7.66', 'Sandro', '7.00', 'Modric', '7.59', 'Lennon', '6.83', 'Vaart', '7.21', 'Adebayor', '7.29']"
17,Arsenal,Norwich,3,3,12:45,"Jmos, 05-Mei-12",17,10,6,1,0,2,0,0,33,19,13,4,73,65,442,241,4-2-3-1,4-5-1,"['Szczesny', '6.60', 'Gibbs', '7.06', 'Koscielny', '7.24', 'Vermaelen', '7.13', 'Sagna', '7.14', 'Coquelin', '6.87', 'Song', '7.22', 'Chamberlain', '6.65', 'Rosicky', '6.93', 'Gervinho', '6.80', 'Persie', '7.80']","['Ruddy', '6.71', 'Naughton', '6.92', 'Bennett', '6.78', 'Ward', '6.67', 'Martin', '6.84', 'Pilkington', '6.71', 'Surman', '6.67', 'Howson', '6.65', 'Hoolahan', '6.74', 'Bennett', '6.68', 'Holt', '6.67']"
18,Newcastle United,Manchester City,0,2,13:30,"Jpl, 06-Mei-12",11,15,3,5,1,1,0,0,15,20,4,9,70,43,324,462,4-4-2,4-2-3-1,"['Krul', '6.74', 'Santon', '6.67', 'Williamson', '6.75', 'Coloccini', '6.88', 'Perch', '6.67', 'Gutiérrez', '6.97', 'Tioté', '6.96', 'Cabaye', '7.26', 'Arfa', '6.89', 'Ba', '6.95', 'Cissé', '7.37']","['Hart', '6.82', 'Clichy', '7.37', 'Lescott', '7.05', 'Kompany', '7.32', 'Richards', '7.03', 'Touré', '7.42', 'Barry', '7.23', 'Nasri', '7.20', 'Agüero', '7.45', 'Silva', '7.50', 'Tevez', '7.14']"
19,Wolverhampton Wanderers,Everton,0,0,14:00,"Jpl, 06-Mei-12",6,17,3,3,0,1,0,0,22,29,1,3,67,71,320,440,4-4-2,4-4-1-1,"['Vries', '6.63', 'Ward', '6.63', 'Berra', '6.62', 'Stearman', '6.43', 'Foley', '6.26', 'Jarvis', '6.76', 'Edwards', '6.54', 'Henry', '6.55', 'Kightly', '6.59', 'Ebanks-Blake', '6.19', 'Fletcher', '6.79']","['Howard', '6.74', 'Distin', '6.93', 'Heitinga', '6.83', 'Jagielka', '7.02', 'Hibbert', '6.79', 'Pienaar', '7.48', 'Fellaini', '7.10', 'Gibson', '6.96', 'Osman', '6.89', 'Cahill', '6.54', 'Jelavic', '7.11']"
20,Queens Park Rangers,Stoke,1,0,14:00,"Jpl, 06-Mei-12",14,5,8,3,0,0,0,0,29,20,1,0,68,80,285,218,4-4-2,4-4-2,"['Kenny', '6.52', 'Taiwo', '6.78', 'Hill', '6.71', 'Ferdinand', '6.75', 'Onuoha', '6.78', 'Taarabt', '6.99', 'Derry', '6.61', 'Barton', '7.09', 'Mackie', '6.50', 'Zamora', '6.76', 'Cissé', '6.76']","['Begovic', '6.72', 'Wilson', '6.78', 'Shawcross', '6.97', 'Huth', '7.01', 'Shotton', '6.57', 'Etherington', '6.73', 'Whelan', '6.73', 'Whitehead', '6.54', 'Walters', '6.61', 'Crouch', '6.90', 'Jerome', '6.30']"
21,Fulham,Sunderland,2,1,14:00,"Jpl, 06-Mei-12",10,8,10,4,2,1,0,0,15,14,0,0,57,68,574,412,4-4-1-1,4-4-1-1,"['Schwarzer', '6.68', 'Riise', '6.90', 'Hughes', '6.74', 'Hangeland', '6.95', 'Kelly', '6.69', 'Frei', '6.40', 'Dembélé', '7.27', 'Murphy', '6.93', 'Duff', '6.64', 'Dempsey', '7.28', 'Pogrebnyak', '6.75']","['Gordon', '7.05', 'Bardsley', '6.88', 'Turner', '6.89', 'Kilgallon', '6.80', ""O'Shea"", '6.84', 'McClean', '7.07', 'Colback', '6.74', 'Cattermole', '6.84', 'Gardner', '6.79', 'Sessegnon', '6.96', 'Bendtner', '6.93']"
22,Bolton,West Bromwich Albion,2,2,14:00,"Jpl, 06-Mei-12",12,14,2,5,0,0,1,0,21,23,1,1,75,65,233,462,4-4-2,4-4-2,"['Bogdan', '6.55', 'Ricketts', '6.74', 'Ream', '6.89', 'Wheater', '6.93', 'Boyata', '6.62', 'Petrov', '6.71', 'Davies', '6.93', 'Reo-Coker', '6.75', 'Eagles', '6.89', 'Davies', '6.68', ""N'Gog"", '6.60']","['Foster', '6.85', 'Ridgewell', '7.00', 'McAuley', '6.89', 'Olsson', '6.81', 'Jones', '6.60', 'Thomas', '6.68', 'Mulumbu', '7.09', 'Dorrans', '6.56', 'Brunt', '6.98', 'Odemwingie', '6.7', 'Fortuné', '6.75']"
23,Aston Villa,Tottenham,1,1,14:00,"Jpl, 06-Mei-12",3,17,1,4,0,0,0,1,14,42,2,4,54,62,254,430,4-4-2,4-4-1-1,"['Given', '6.61', 'Lichaj', '6.71', 'Dunne', '7.05', 'Cuellar', '7.05', 'Hutton', '6.78', 'Warnock', '7.02', 'Ireland', '6.8', 'Clark', '6.75', 'Bannan', '6.54', 'Agbonlahor', '6.74', 'Heskey', '6.50']","['Friedel', '6.72', 'Rose', '6.28', 'Kaboul', '7.30', 'Gallas', '7.09', 'Walker', '7.13', 'Bale', '7.66', 'Sandro', '7.00', 'Modric', '7.59', 'Lennon', '6.83', 'Vaart', '7.21', 'Adebayor', '7.29']"
24,Manchester United,Swansea,2,0,16:00,"Jpl, 06-Mei-12",20,11,8,2,0,0,0,0,50,12,3,4,46,60,541,354,4-4-2,4-2-3-1,"['Gea', '6.98', 'Evra', '7.38', 'Smalling', '6.84', 'Ferdinand', '7.00', 'Jones', '7.18', 'Nani', '7.43', 'Carrick', '7.34', 'Scholes', '7.22', 'Valencia', '7.51', 'Rooney', '7.73', 'Chicharito', '6.69']","['Vorm', '7.06', 'Taylor', '6.75', 'Williams', '7.00', 'Caulker', '6.90', 'Rangel', '7.00', 'Allen', '7.14', 'Britton', '6.68', 'Sinclair', '6.80', 'Sigurdsson', '7.63', 'Dyer', '6.95', 'Graham', '6.71']"
25,Aston Villa,Bolton,1,2,19:45,"Jnne, 24-Apr-12",11,11,7,3,0,0,0,1,29,16,2,3,63,68,239,336,4-4-2,4-4-1-1,"['Given', '6.61', 'Lichaj', '6.71', 'Baker', '6.43', 'Cuellar', '7.05', 'Hutton', '6.78', 'Albrighton', '6.70', 'Ireland', '6.8', 'Herd', '6.81', ""N'Zogbia"", '6.79', 'Agbonlahor', '6.74', 'Weimann', '6.26']","['Bogdan', '6.55', 'Ricketts', '6.74', 'Ream', '6.89', 'Wheater', '6.93', 'Steinsson', '6.55', 'Petrov', '6.71', 'Davies', '6.93', 'Reo-Coker', '6.75', 'Eagles', '6.89', 'Klasnic', '6.59', ""N'Gog"", '6.60']"
26,Wigan,Newcastle United,4,0,15:00,"Jmos, 28-Apr-12",9,6,1,5,0,0,0,0,14,13,3,2,74,61,450,334,4-3-3,4-3-3,"['Habsi', '6.60', 'Figueroa', '6.94', 'Alcaraz', '6.89', 'Caldwell', '6.57', 'Boyce', '6.76', 'Beausejour', '6.96', 'McCarthy', '6.76', 'McArthur', '6.68', 'Moses', '6.91', 'Santo', '6.69', 'Gómez', '6.65']","['Krul', '6.74', 'Santon', '6.67', 'Coloccini', '6.88', 'Williamson', '6.75', 'Simpson', '6.78', 'Gutiérrez', '6.97', 'Tioté', '6.96', 'Cabaye', '7.26', 'Ba', '6.95', 'Cissé', '7.37', 'Arfa', '6.89']"
27,West Bromwich Albion,Aston Villa,0,0,15:00,"Jmos, 28-Apr-12",15,7,5,3,0,2,0,0,23,16,1,1,67,63,330,258,4-4-2,4-4-2,"['Foster', '6.85', 'Ridgewell', '7.00', 'McAuley', '6.89', 'Olsson', '6.81', 'Jones', '6.60', 'Thomas', '6.68', 'Mulumbu', '7.09', 'Dorrans', '6.56', 'Brunt', '6.98', 'Odemwingie', '6.7', 'Long', '6.66']","['Given', '6.61', 'Lichaj', '6.71', 'Dunne', '7.05', 'Collins', '6.98', 'Hutton', '6.78', 'Warnock', '7.02', 'Ireland', '6.8', 'Herd', '6.81', ""N'Zogbia"", '6.79', 'Agbonlahor', '6.74', 'Heskey', '6.50']"
28,Swansea,Wolverhampton Wanderers,4,4,15:00,"Jmos, 28-Apr-12",11,13,0,4,0,0,0,0,12,37,4,2,60,47,470,360,4-2-3-1,4-4-2,"['Vorm', '7.06', 'Taylor', '6.75', 'Williams', '7.00', 'Caulker', '6.90', 'Rangel', '7.00', 'Allen', '7.14', 'Britton', '6.68', 'Sinclair', '6.80', 'Sigurdsson', '7.63', 'Dyer', '6.95', 'Graham', '6.71']","['Vries', '6.63', 'Ward', '6.63', 'Berra', '6.62', 'Stearman', '6.43', 'Zubar', '6.67', 'Jarvis', '6.76', 'Davis', '6.42', 'Henry', '6.55', 'Kightly', '6.59', 'Ebanks-Blake', '6.19', 'Fletcher', '6.79']"
29,Sunderland,Bolton,2,2,15:00,"Jmos, 28-Apr-12",9,12,3,4,0,0,0,0,24,19,4,1,77,60,312,305,4-4-1-1,4-4-2,"['Mignolet', '6.86', 'Bardsley', '6.88', 'Turner', '6.89', 'Kilgallon', '6.80', ""O'Shea"", '6.84', 'McClean', '7.07', 'Colback', '6.74', 'Vaughan', '6.92', 'Larsson', '7.10', 'Sessegnon', '6.96', 'Bendtner', '6.93']","['Bogdan', '6.55', 'Ricketts', '6.74', 'Ream', '6.89', 'Wheater', '6.93', 'Steinsson', '6.55', 'Petrov', '6.71', 'Davies', '6.93', 'Reo-Coker', '6.75', 'Eagles', '6.89', 'Davies', '6.68', ""N'Gog"", '6.60']"
30,Stoke,Arsenal,1,1,15:00,"Jmos, 28-Apr-12",,,1,4,0,1,0,0,20,16,1,10,66,53,238,465,4-4-2,4-2-3-1,"['Begovic', '6.72', 'Wilson', '6.78', 'Shawcross', '6.97', 'Huth', '7.01', 'Shotton', '6.57', 'Etherington', '6.73', 'Whelan', '6.73', 'Whitehead', '6.54', 'Pennant', '6.79', 'Crouch', '6.90', 'Walters', '6.61']","['Szczesny', '6.60', 'Gibbs', '7.06', 'Koscielny', '7.24', 'Vermaelen', '7.13', 'Sagna', '7.14', 'Diaby', '6.39', 'Song', '7.22', 'Chamberlain', '6.65', 'Rosicky', '6.93', 'Gervinho', '6.80', 'Persie', '7.80']"
31,Everton,Fulham,4,0,15:00,"Jmos, 28-Apr-12",6,6,5,0,0,0,1,0,19,12,7,2,59,61,559,508,4-4-1-1,4-4-1-1,"['Howard', '6.74', 'Distin', '6.93', 'Jagielka', '7.02', 'Heitinga', '6.83', 'Hibbert', '6.79', 'Pienaar', '7.48', 'Fellaini', '7.10', 'Gibson', '6.96', 'Osman', '6.89', 'Cahill', '6.54', 'Jelavic', '7.11']","['Schwarzer', '6.68', 'Riise', '6.90', 'Senderos', '6.70', 'Hangeland', '6.95', 'Hughes', '6.74', 'Dempsey', '7.28', 'Diarra', '7.06', 'Murphy', '6.93', 'Duff', '6.64', 'Dembélé', '7.27', 'Pogrebnyak', '6.75']"
32,Norwich,Liverpool,0,3,17:30,"Jmos, 28-Apr-12",7,14,2,1,0,1,0,0,16,11,4,2,70,85,387,505,4-4-2,4-4-2,"['Ruddy', '6.71', 'Naughton', '6.92', 'Bennett', '6.78', 'Ward', '6.67', 'Martin', '6.84', 'Pilkington', '6.71', 'Howson', '6.65', 'Fox', '6.60', 'Bennett', '6.68', 'Holt', '6.67', 'Morison', '6.57']","['Reina', '6.47', 'Enrique', '6.84', 'Skrtel', '6.94', 'Agger', '6.92', 'Johnson', '7.02', 'Downing', '6.65', 'Spearing', '6.56', 'Gerrard', '7.03', 'Henderson', '6.67', 'Suárez', '7.35', 'Carroll', '6.89']"
33,Chelsea,Queens Park Rangers,6,1,13:30,"Jpl, 29-Apr-12",22,11,7,2,1,0,0,0,19,23,4,1,45,60,486,339,4-3-3,4-5-1,"['Cech', '6.74', 'Bertrand', '6.80', 'Terry', '7.11', 'Bosingwa', '6.97', 'Ferreira', '6.41', 'Romeu', '6.72', 'Essien', '6.60', 'Ramires', '7.21', 'Mata', '7.31', 'Torres', '6.76', 'Kalou', '6.73']","['Kenny', '6.52', 'Taiwo', '6.78', 'Ferdinand', '6.75', 'Hill', '6.71', 'Onuoha', '6.78', 'Mackie', '6.50', 'Barton', '7.09', 'Derry', '6.61', 'Diakité', '7.11', 'Wright-Phillips', '6.61', 'Zamora', '6.76']"
34,Tottenham,Blackburn,2,0,16:00,"Jpl, 29-Apr-12",,,,,,,,,,,,,,,,,4-4-1-1,4-4-1-1,"['Friedel', '6.72', 'Rose', '6.28', 'King', '6.82', 'Gallas', '7.09', 'Walker', '7.13', 'Bale', '7.66', 'Parker', '7.22', 'Modric', '7.59', 'Lennon', '6.83', 'Vaart', '7.21', 'Adebayor', '7.29']","['Robinson', '6.21', 'Olsson', '6.60', 'Givet', '6.65', 'Dann', '6.62', 'Orr', '6.44', 'Pedersen', '6.98', 'Dunn', '6.63', 'Lowe', '6.58', 'Formica', '6.73', 'Hoilett', '7.03', 'Yakubu', '6.74']"
35,Arsenal,Wigan,1,2,20:00,"Jtat, 16-Apr-12",15,9,8,3,0,3,0,0,35,8,14,1,37,43,519,286,4-2-3-1,5-4-1,"['Szczesny', '6.60', 'Gibbs', '7.06', 'Djourou', '6.55', 'Vermaelen', '7.13', 'Sagna', '7.14', 'Arteta', '7.45', 'Song', '7.22', 'Benayoun', '6.72', 'Rosicky', '6.93', 'Walcott', '6.86', 'Persie', '7.80']","['Habsi', '6.60', 'Beausejour', '6.96', 'Figueroa', '6.94', 'Caldwell', '6.57', 'Alcaraz', '6.89', 'Boyce', '6.76', 'Maloney', '6.83', 'McArthur', '6.68', 'McCarthy', '6.76', 'Moses', '6.91', 'Santo', '6.69']"
36,Arsenal,Chelsea,0,0,12:45,"Jmos, 21-Apr-12",8,6,5,8,0,0,0,0,25,22,6,7,45,51,474,340,4-2-3-1,4-3-3,"['Szczesny', '6.60', 'Gibbs', '7.06', 'Koscielny', '7.24', 'Vermaelen', '7.13', 'Sagna', '7.14', 'Ramsey', '6.77', 'Song', '7.22', 'Chamberlain', '6.65', 'Rosicky', '6.93', 'Walcott', '6.86', 'Persie', '7.80']","['Cech', '6.74', 'Cole', '6.86', 'Terry', '7.11', 'Cahill', '6.98', 'Bosingwa', '6.97', 'Lampard', '7.12', 'Essien', '6.60', 'Ramires', '7.21', 'Mata', '7.31', 'Torres', '6.76', 'Kalou', '6.73']"
37,Newcastle United,Stoke,3,0,15:00,"Jmos, 21-Apr-12",13,5,4,3,0,0,0,0,8,23,4,2,71,61,469,312,4-3-3,4-4-2,"['Krul', '6.74', 'Santon', '6.67', 'Coloccini', '6.88', 'Williamson', '6.75', 'Simpson', '6.78', 'Gutiérrez', '6.97', 'Tioté', '6.96', 'Cabaye', '7.26', 'Ba', '6.95', 'Cissé', '7.37', 'Arfa', '6.89']","['Begovic', '6.72', 'Wilson', '6.78', 'Shawcross', '6.97', 'Huth', '7.01', 'Shotton', '6.57', 'Etherington', '6.73', 'Whelan', '6.73', 'Whitehead', '6.54', 'Delap', '6.47', 'Crouch', '6.90', 'Walters', '6.61']"
