,home_team,away_team,time_day
53,Otelul Galati,Benfica,"Jnne, 27-Sep-11"
54,Lyon,Dinamo Zagreb,"Jnne, 27-Sep-11"
55,Real Madrid,Ajax,"Jnne, 27-Sep-11"
56,Zenit St. Petersburg,FC Porto,"Jtan, 28-Sep-11"
57,Valencia,Chelsea,"Jtan, 28-Sep-11"
58,Bayer Leverkusen,Genk,"Jtan, 28-Sep-11"
59,Arsenal,Olympiacos,"Jtan, 28-Sep-11"
60,Marseille,Borussia Dortmund,"Jtan, 28-Sep-11"
61,BATE Borisov,Barcelona,"Jtan, 28-Sep-11"
62,AC Milan,Viktoria Plzen,"Jtan, 28-Sep-11"
63,Shakhtar Donetsk,APOEL Nicosia,"Jtan, 28-Sep-11"
64,Chelsea,Bayer Leverkusen,"Jnne, 13-Sep-11"
65,Genk,Valencia,"Jnne, 13-Sep-11"
66,Olympiacos,Marseille,"Jnne, 13-Sep-11"
67,Borussia Dortmund,Arsenal,"Jnne, 13-Sep-11"
68,Barcelona,AC Milan,"Jnne, 13-Sep-11"
69,Viktoria Plzen,BATE Borisov,"Jnne, 13-Sep-11"
70,FC Porto,Shakhtar Donetsk,"Jnne, 13-Sep-11"
71,APOEL Nicosia,Zenit St. Petersburg,"Jnne, 13-Sep-11"
72,FC Basel 1893,Otelul Galati,"Jtan, 14-Sep-11"
73,Benfica,Manchester United,"Jtan, 14-Sep-11"
74,Dinamo Zagreb,Real Madrid,"Jtan, 14-Sep-11"
75,Ajax,Lyon,"Jtan, 14-Sep-11"
76,Manchester City,Napoli,"Jtan, 14-Sep-11"
77,Villarreal,Bayern Munich,"Jtan, 14-Sep-11"
78,Lille,CSKA Moscow,"Jtan, 14-Sep-11"
79,Inter,Trabzonspor,"Jtan, 14-Sep-11"
80,Barcelona,Chelsea,"Jnne, 24-Apr-12"
81,Real Madrid,Bayern Munich,"Jtan, 25-Apr-12"
82,Bayern Munich,Real Madrid,"Jnne, 17-Apr-12"
83,Chelsea,Barcelona,"Jtan, 18-Apr-12"
84,Barcelona,AC Milan,"Jnne, 03-Apr-12"
85,Bayern Munich,Marseille,"Jnne, 03-Apr-12"
86,Real Madrid,APOEL Nicosia,"Jtan, 04-Apr-12"
87,Chelsea,Benfica,"Jtan, 04-Apr-12"
88,APOEL Nicosia,Real Madrid,"Jnne, 27-Mac-12"
89,Benfica,Chelsea,"Jnne, 27-Mac-12"
90,AC Milan,Barcelona,"Jtan, 28-Mac-12"
91,Marseille,Bayern Munich,"Jtan, 28-Mac-12"
92,Bayern Munich,FC Basel 1893,"Jnne, 13-Mac-12"
93,Inter,Marseille,"Jnne, 13-Mac-12"
94,Chelsea,Napoli,"Jtan, 14-Mac-12"
95,Real Madrid,CSKA Moscow,"Jtan, 14-Mac-12"
96,Arsenal,AC Milan,"Jnne, 06-Mac-12"
97,Benfica,Zenit St. Petersburg,"Jnne, 06-Mac-12"
98,APOEL Nicosia,Lyon,"Jtan, 07-Mac-12"
99,Barcelona,Bayer Leverkusen,"Jtan, 07-Mac-12"
100,CSKA Moscow,Real Madrid,"Jnne, 21-Feb-12"
101,Napoli,Chelsea,"Jnne, 21-Feb-12"
102,FC Basel 1893,Bayern Munich,"Jtan, 22-Feb-12"
103,Marseille,Inter,"Jtan, 22-Feb-12"
104,Bayer Leverkusen,Barcelona,"Jnne, 14-Feb-12"
105,Lyon,APOEL Nicosia,"Jnne, 14-Feb-12"
106,Zenit St. Petersburg,Benfica,"Jtan, 15-Feb-12"
107,AC Milan,Arsenal,"Jtan, 15-Feb-12"
