,home_team,away_team,home_score,away_score,start_time,time_day,home_open_play,away_open_play,home_setpiece,away_setpiece,home_counterattack,away_counterattack,home_penalty,away_penalty,home_cross,away_cross,home_longball,away_longball,home_throughball,away_throughball,home_stortball,away_stortball,home_form,away_form,home_player,away_player
13,Manchester City,Norwich,5,0,16:00,"Jpl, 26-Jul-20",26,3,4,0,1,2,0,0,24,3,2,2,45,64,682,210,4-3-3,4-2-3-1,"['Ederson', '6.62', 'Mendy', '6.83', 'Laporte', '7.00', 'Fernandinho', '6.86', 'Cancelo', '7.21', 'Silva', '7.29', 'Gündogan', '6.70', 'Bruyne', '7.97', 'Sterling', '7.35', 'Jesus', '7.26', 'Foden', '6.86']","['Krul', '6.61', 'Lewis', '6.46', 'Godfrey', '6.45', 'Famewo', '6', 'Aarons', '6.55', 'McLean', '6.64', 'Vrancic', '6.17', 'Hernández', '6.50', 'Stiepermann', '6.22', 'Cantwell', '6.59', 'Pukki', '6.53']"
14,Newcastle United,Liverpool,1,3,16:00,"Jpl, 26-Jul-20",1,11,2,3,0,0,0,0,7,17,1,4,78,62,193,731,3-5-2,4-3-3,"['Dúbravka', '6.72', 'Rose', '6.47', 'Fernández', '6.73', 'Krafth', '6.30', 'Ritchie', '6.81', 'Almirón', '6.70', 'Bentaleb', '6.46', 'Shelvey', '6.97', 'Manquillo', '6.59', 'Saint-Maximin', '7.29', 'Carroll', '6.60']","['Alisson', '6.62', 'Robertson', '7.11', 'Dijk', '7.32', 'Gomez', '6.78', 'Alexander-Arnold', '7.20', 'Keïta', '6.94', 'Fabinho', '6.88', 'Wijnaldum', '6.81', 'Mané', '7.45', 'Firmino', '7.14', 'Salah', '7.40']"
15,Southampton,Sheffield United,3,1,16:00,"Jpl, 26-Jul-20",11,4,1,0,0,1,1,0,27,11,0,1,58,65,631,201,4-4-2,3-5-2,"['McCarthy', '6.71', 'Bertrand', '6.60', 'Bednarek', '6.83', 'Stephens', '6.60', 'Walker-Peters', '6.86', 'Redmond', '6.96', 'Romeu', '6.55', 'Ward-Prowse', '7.15', 'Armstrong', '6.66', 'Ings', '7.12', 'Long', '6.67']","['Henderson', '6.72', ""O'Connell"", '6.93', 'Egan', '6.93', 'Basham', '6.98', 'Stevens', '6.82', 'Fleck', '6.86', 'Norwood', '6.82', 'Berge', '6.81', 'Baldock', '6.79', 'McGoldrick', '6.81', 'McBurnie', '6.89']"
16,West Ham,Aston Villa,1,1,16:00,"Jpl, 26-Jul-20",7,10,3,3,0,0,0,0,10,14,0,0,64,65,425,215,4-2-3-1,4-3-3,"['Fabianski', '6.62', 'Masuaku', '6.60', 'Ogbonna', '6.74', 'Diop', '6.62', 'Johnson', '6.76', 'Soucek', '7.14', 'Rice', '7.01', 'Fornals', '6.48', 'Noble', '6.67', 'Bowen', '6.99', 'Antonio', '7.29']","['Reina', '6.5', 'Targett', '6.86', 'Mings', '6.63', 'Konsa', '6.47', 'Guilbert', '6.89', 'Hourihane', '6.69', 'Luiz', '6.63', 'McGinn', '7.00', 'Grealish', '7.23', 'Samatta', '6.42', 'Trézéguet', '6.59']"
17,Manchester United,Southampton,2,2,20:00,"Jtat, 13-Jul-20",8,7,0,2,0,0,0,0,13,20,0,1,73,61,396,449,4-2-3-1,4-4-2,"['Gea', '6.57', 'Shaw', '6.85', 'Maguire', '7.12', 'Lindelöf', '6.71', 'Wan-Bissaka', '7.19', 'Pogba', '7.18', 'Matic', '7.00', 'Rashford', '7.35', 'Fernandes', '7.73', 'Greenwood', '6.73', 'Martial', '7.31']","['McCarthy', '6.71', 'Bertrand', '6.60', 'Stephens', '6.60', 'Bednarek', '6.83', 'Walker-Peters', '6.86', 'Redmond', '6.96', 'Højbjerg', '6.83', 'Ward-Prowse', '7.15', 'Armstrong', '6.66', 'Ings', '7.12', 'Long', '6.67']"
18,Chelsea,Norwich,1,0,20:15,"Jnne, 14-Jul-20",17,2,5,0,0,0,0,0,34,8,1,0,74,52,700,327,4-3-3,4-2-3-1,"['Arrizabalaga', '6.36', 'Alonso', '7.30', 'Zouma', '6.91', 'Rüdiger', '6.77', 'Azpilicueta', '7.12', 'Kovacic', '6.94', 'Jorginho', '6.85', 'Barkley', '6.84', 'Hudson-Odoi', '6.56', 'Giroud', '6.89', 'Willian', '7.31']","['Krul', '6.61', 'Lewis', '6.46', 'Godfrey', '6.45', 'Klose', '6.37', 'Aarons', '6.55', 'McLean', '6.64', 'Tettey', '6.51', 'Hernández', '6.50', 'Stiepermann', '6.22', 'Cantwell', '6.59', 'Idah', '5.98']"
19,Burnley,Wolverhampton Wanderers,1,1,18:00,"Jtan, 15-Jul-20",5,11,2,2,1,1,1,0,16,20,0,1,78,73,289,343,4-4-2,3-5-2,"['Pope', '6.77', 'Taylor', '6.88', 'Tarkowski', '7.19', 'Long', '6.65', 'Bardsley', '6.92', 'McNeil', '7.06', 'Brownhill', '6.71', 'Westwood', '6.79', 'Pieters', '6.65', 'Rodriguez', '6.58', 'Wood', '6.72']","['Patrício', '6.63', 'Saïss', '6.88', 'Coady', '6.51', 'Boly', '7.19', 'Jonny', '6.81', 'Moutinho', '7.01', 'Neves', '6.82', 'Dendoncker', '6.68', 'Doherty', '6.99', 'Jota', '6.76', 'Jiménez', '7.25']"
20,Manchester City,Bournemouth,2,1,18:00,"Jtan, 15-Jul-20",7,13,1,2,0,0,0,0,14,20,0,1,56,55,712,222,4-3-3,4-4-2,"['Ederson', '6.62', 'Zinchenko', '6.70', 'Otamendi', '6.80', 'Stones', '6.68', 'Cancelo', '7.21', 'Gündogan', '6.70', 'Fernandinho', '6.86', 'Silva', '7.29', 'Sterling', '7.35', 'Jesus', '7.26', 'Foden', '6.86']","['Ramsdale', '6.69', 'Rico', '7.06', 'Kelly', '6.13', 'Cook', '6.72', 'Stacey', '6.58', 'Stanislas', '6.51', 'Lerma', '6.70', 'Billing', '6.90', 'Brooks', '6.37', 'Solanke', '6.41', 'Wilson', '6.51']"
21,Newcastle United,Tottenham,1,3,18:00,"Jtan, 15-Jul-20",18,4,4,2,0,2,0,0,20,11,1,2,61,51,444,408,4-4-1-1,4-2-3-1,"['Dúbravka', '6.72', 'Rose', '6.47', 'Fernández', '6.73', 'Schär', '6.75', 'Krafth', '6.30', 'Joelinton', '6.67', 'Bentaleb', '6.46', 'Shelvey', '6.97', 'Saint-Maximin', '7.29', 'Almirón', '6.70', 'Gayle', '6.48']","['Lloris', '6.98', 'Davies', '6.77', 'Alderweireld', '6.82', 'Sánchez', '6.66', 'Tanganga', '7.00', 'Winks', '6.57', 'Sissoko', '6.73', 'Heung-Min', '7.24', 'Lamela', '6.64', 'Celso', '6.62', 'Kane', '7.33']"
22,Arsenal,Liverpool,2,1,20:15,"Jtan, 15-Jul-20",3,19,0,5,0,0,0,0,3,34,0,0,65,74,233,552,3-4-3,4-3-3,"['Martínez', '7.02', 'Kolasinac', '6.50', 'Holding', '6.55', 'Papastathopoulos', '6.82', 'Tierney', '6.64', 'Ceballos', '6.84', 'Xhaka', '6.78', 'Soares', '6.62', 'Saka', '6.65', 'Lacazette', '6.92', 'Nelson', '6.40']","['Alisson', '6.62', 'Robertson', '7.11', 'Dijk', '7.32', 'Gomez', '6.78', 'Alexander-Arnold', '7.20', 'Keïta', '6.94', 'Fabinho', '6.88', 'Wijnaldum', '6.81', 'Mané', '7.45', 'Firmino', '7.14', 'Salah', '7.40']"
23,Everton,Aston Villa,1,1,18:00,"Alh, 16-Jul-20",8,13,1,2,0,0,0,0,30,27,0,1,51,76,398,290,4-4-2,4-3-3,"['Pickford', '6.40', 'Digne', '7.16', 'Keane', '6.83', 'Holgate', '6.77', 'Sidibé', '6.92', 'Gordon', '6.42', 'Gomes', '6.43', 'Davies', '6.47', 'Iwobi', '6.56', 'Richarlison', '7.19', 'Calvert-Lewin', '6.87']","['Reina', '6.5', 'Targett', '6.86', 'Mings', '6.63', 'Konsa', '6.47', 'Mohamady', '6.55', 'Hourihane', '6.69', 'Luiz', '6.63', 'McGinn', '7.00', 'Grealish', '7.23', 'Davis', '6.22', 'Trézéguet', '6.59']"
24,Leicester,Sheffield United,2,0,18:00,"Alh, 16-Jul-20",10,2,1,3,4,0,0,0,26,17,1,0,80,66,396,340,4-1-4-1,3-5-2,"['Schmeichel', '6.72', 'Fuchs', '6.58', 'Evans', '6.90', 'Bennett', '6.41', 'Justin', '6.80', 'Ndidi', '7.23', 'Barnes', '6.76', 'Tielemans', '6.88', 'Praet', '6.39', 'Pérez', '6.77', 'Vardy', '7.22']","['Henderson', '6.72', ""O'Connell"", '6.93', 'Egan', '6.93', 'Basham', '6.98', 'Stevens', '6.82', 'Osborn', '6.39', 'Norwood', '6.82', 'Berge', '6.81', 'Baldock', '6.79', 'McGoldrick', '6.81', 'McBurnie', '6.89']"
25,Crystal Palace,Manchester United,0,2,20:15,"Alh, 16-Jul-20",9,11,3,4,1,2,0,0,9,15,0,0,54,42,379,587,4-1-4-1,4-2-3-1,"['Guaita', '6.69', 'Aanholt', '6.76', 'Sakho', '6.24', 'Dann', '6.67', 'Ward', '6.66', 'Milivojevic', '6.67', 'Zaha', '6.98', 'Kouyaté', '6.67', 'McArthur', '6.81', 'Townsend', '6.56', 'Ayew', '6.93']","['Gea', '6.57', 'Williams', '6.71', 'Maguire', '7.12', 'Lindelöf', '6.71', 'Wan-Bissaka', '7.19', 'McTominay', '6.92', 'Matic', '7.00', 'Rashford', '7.35', 'Fernandes', '7.73', 'James', '6.61', 'Martial', '7.31']"
26,Southampton,Brighton,1,1,20:15,"Alh, 16-Jul-20",17,6,4,4,0,0,0,0,20,11,0,0,88,68,514,217,4-4-2,4-3-2-1,"['McCarthy', '6.71', 'Bertrand', '6.60', 'Stephens', '6.60', 'Bednarek', '6.83', 'Walker-Peters', '6.86', 'Redmond', '6.96', 'Romeu', '6.55', 'Ward-Prowse', '7.15', 'Armstrong', '6.66', 'Ings', '7.12', 'Long', '6.67']","['Ryan', '6.67', 'Burn', '6.90', 'Dunk', '6.89', 'Webster', '6.79', 'Lamptey', '6.84', 'Pröpper', '6.65', 'Stephens', '6.65', 'Bissouma', '6.71', 'Trossard', '6.54', 'Mooy', '6.67', 'Maupay', '6.66']"
27,West Ham,Watford,3,1,20:00,"Ijm, 17-Jul-20",7,13,3,1,0,0,0,0,24,28,0,0,70,65,230,382,4-2-3-1,4-2-3-1,"['Fabianski', '6.62', 'Cresswell', '6.62', 'Ogbonna', '6.74', 'Diop', '6.62', 'Fredericks', '6.80', 'Soucek', '7.14', 'Rice', '7.01', 'Fornals', '6.48', 'Noble', '6.67', 'Bowen', '6.99', 'Antonio', '7.29']","['Foster', '6.52', 'Masina', '6.66', 'Dawson', '6.72', 'Kabasele', '6.70', 'Femenía', '6.53', 'Hughes', '6.62', 'Capoue', '6.91', 'Welbeck', '6.39', 'Doucouré', '6.67', 'Sarr', '6.71', 'Deeney', '7.05']"
28,Norwich,Burnley,0,2,17:30,"Jmos, 18-Jul-20",1,16,5,7,0,0,0,0,11,35,0,1,82,59,281,415,4-2-3-1,4-4-2,"['Krul', '6.61', 'Lewis', '6.46', 'Godfrey', '6.45', 'Klose', '6.37', 'Aarons', '6.55', 'McLean', '6.64', 'Tettey', '6.51', 'Hernández', '6.50', 'Stiepermann', '6.22', 'Cantwell', '6.59', 'Pukki', '6.53']","['Pope', '6.77', 'Pieters', '6.65', 'Tarkowski', '7.19', 'Long', '6.65', 'Bardsley', '6.92', 'McNeil', '7.06', 'Brady', '6.30', 'Westwood', '6.79', 'Gudmundsson', '6.62', 'Vydra', '6.38', 'Wood', '6.72']"
29,Bournemouth,Southampton,0,2,14:00,"Jpl, 19-Jul-20",5,10,6,4,0,1,0,1,31,13,1,1,60,76,231,337,4-4-1-1,4-4-2,"['Ramsdale', '6.69', 'Rico', '7.06', 'Kelly', '6.13', 'Cook', '6.72', 'Stacey', '6.58', 'Stanislas', '6.51', 'Lerma', '6.70', 'Gosling', '6.42', 'Brooks', '6.37', 'King', '6.76', 'Wilson', '6.51']","['McCarthy', '6.71', 'Bertrand', '6.60', 'Stephens', '6.60', 'Bednarek', '6.83', 'Walker-Peters', '6.86', 'Redmond', '6.96', 'Romeu', '6.55', 'Ward-Prowse', '7.15', 'Armstrong', '6.66', 'Ings', '7.12', 'Long', '6.67']"
30,Tottenham,Leicester,3,0,16:00,"Jpl, 19-Jul-20",3,16,1,8,3,0,0,0,10,33,5,0,60,43,229,660,4-2-3-1,3-4-3,"['Lloris', '6.98', 'Davies', '6.77', 'Alderweireld', '6.82', 'Sánchez', '6.66', 'Tanganga', '7.00', 'Winks', '6.57', 'Sissoko', '6.73', 'Heung-Min', '7.24', 'Celso', '6.62', 'Moura', '6.96', 'Kane', '7.33']","['Schmeichel', '6.72', 'Evans', '6.90', 'Morgan', '6.38', 'Bennett', '6.41', 'Thomas', '7.07', 'Ndidi', '7.23', 'Tielemans', '6.88', 'Justin', '6.80', 'Barnes', '6.76', 'Vardy', '7.22', 'Pérez', '6.77']"
31,Tottenham,Everton,1,0,20:00,"Jtat, 06-Jul-20",8,6,4,5,0,0,0,0,14,22,0,1,50,48,405,369,4-2-3-1,4-4-2,"['Lloris', '6.98', 'Vertonghen', '6.79', 'Dier', '6.71', 'Sánchez', '6.66', 'Aurier', '7.06', 'Winks', '6.57', 'Ndombele', '6.71', 'Celso', '6.62', 'Alli', '6.87', 'Heung-Min', '7.24', 'Kane', '7.33']","['Pickford', '6.40', 'Digne', '7.16', 'Holgate', '6.77', 'Keane', '6.83', 'Coleman', '6.59', 'Bernard', '6.56', 'Gomes', '6.43', 'Davies', '6.47', 'Iwobi', '6.56', 'Richarlison', '7.19', 'Calvert-Lewin', '6.87']"
32,Crystal Palace,Chelsea,2,3,18:00,"Jnne, 07-Jul-20",8,7,5,4,0,3,0,0,23,23,0,1,63,65,325,478,4-1-4-1,4-3-3,"['Guaita', '6.69', 'Aanholt', '6.76', 'Sakho', '6.24', 'Cahill', '6.69', 'Ward', '6.66', 'Milivojevic', '6.67', 'Zaha', '6.98', 'Kouyaté', '6.67', 'McCarthy', '6.42', 'Townsend', '6.56', 'Ayew', '6.93']","['Arrizabalaga', '6.36', 'Azpilicueta', '7.12', 'Rüdiger', '6.77', 'Christensen', '6.75', 'James', '6.90', 'Mount', '6.91', 'Gilmour', '6.35', 'Barkley', '6.84', 'Pulisic', '7.18', 'Giroud', '6.89', 'Willian', '7.31']"
33,Watford,Norwich,2,1,18:00,"Jnne, 07-Jul-20",4,8,4,4,1,0,0,0,24,13,0,2,60,52,318,455,4-2-3-1,4-2-3-1,"['Foster', '6.52', 'Masina', '6.66', 'Cathcart', '6.63', 'Kabasele', '6.70', 'Femenía', '6.53', 'Hughes', '6.62', 'Capoue', '6.91', 'Welbeck', '6.39', 'Doucouré', '6.67', 'Sarr', '6.71', 'Deeney', '7.05']","['Krul', '6.61', 'Lewis', '6.46', 'Godfrey', '6.45', 'Klose', '6.37', 'Aarons', '6.55', 'McLean', '6.64', 'Tettey', '6.51', 'Cantwell', '6.59', 'Duda', '6.72', 'Buendía', '7.08', 'Pukki', '6.53']"
34,Arsenal,Leicester,1,1,20:15,"Jnne, 07-Jul-20",6,11,5,2,0,0,0,0,20,18,1,1,66,68,265,494,3-4-3,3-4-1-2,"['Martínez', '7.02', 'Kolasinac', '6.50', 'Luiz', '6.58', 'Mustafi', '6.94', 'Tierney', '6.64', 'Ceballos', '6.84', 'Xhaka', '6.78', 'Bellerín', '6.64', 'Aubameyang', '7.03', 'Lacazette', '6.92', 'Saka', '6.65']","['Schmeichel', '6.72', 'Söyüncü', '7.04', 'Evans', '6.90', 'Justin', '6.80', 'Fuchs', '6.58', 'Tielemans', '6.88', 'Ndidi', '7.23', 'Barnes', '6.76', 'Praet', '6.39', 'Iheanacho', '6.63', 'Vardy', '7.22']"
35,Manchester City,Newcastle United,5,0,18:00,"Jtan, 08-Jul-20",18,4,4,2,1,0,0,0,21,10,3,0,50,57,794,244,4-3-3,5-4-1,"['Ederson', '6.62', 'Mendy', '6.83', 'Laporte', '7.00', 'Otamendi', '6.80', 'Walker', '6.90', 'Gündogan', '6.70', 'Rodri', '7.09', 'Bruyne', '7.97', 'Sterling', '7.35', 'Jesus', '7.26', 'Foden', '6.86']","['Dúbravka', '6.72', 'Rose', '6.47', 'Fernández', '6.73', 'Lascelles', '6.70', 'Schär', '6.75', 'Manquillo', '6.59', 'Joelinton', '6.67', 'Bentaleb', '6.46', 'Shelvey', '6.97', 'Ritchie', '6.81', 'Gayle', '6.48']"
36,Sheffield United,Wolverhampton Wanderers,1,0,18:00,"Jtan, 08-Jul-20",5,2,1,3,1,1,0,0,36,12,0,2,55,77,332,471,3-5-2,3-4-3,"['Henderson', '6.72', ""O'Connell"", '6.93', 'Egan', '6.93', 'Basham', '6.98', 'Stevens', '6.82', 'Osborn', '6.39', 'Norwood', '6.82', 'Berge', '6.81', 'Baldock', '6.79', 'McGoldrick', '6.81', 'McBurnie', '6.89']","['Patrício', '6.63', 'Saïss', '6.88', 'Coady', '6.51', 'Boly', '7.19', 'Jonny', '6.81', 'Moutinho', '7.01', 'Neves', '6.82', 'Doherty', '6.99', 'Jota', '6.76', 'Jiménez', '7.25', 'Traoré', '7.49']"
37,West Ham,Burnley,0,1,18:00,"Jtan, 08-Jul-20",13,7,8,1,0,0,0,0,41,18,1,1,67,60,363,342,4-3-3,4-4-2,"['Fabianski', '6.62', 'Cresswell', '6.62', 'Ogbonna', '6.74', 'Diop', '6.62', 'Fredericks', '6.80', 'Noble', '6.67', 'Rice', '7.01', 'Soucek', '7.14', 'Lanzini', '6.55', 'Antonio', '7.29', 'Bowen', '6.99']","['Pope', '6.77', 'Taylor', '6.88', 'Tarkowski', '7.19', 'Long', '6.65', 'Bardsley', '6.92', 'McNeil', '7.06', 'Brownhill', '6.71', 'Westwood', '6.79', 'Gudmundsson', '6.62', 'Rodriguez', '6.58', 'Vydra', '6.38']"
