,home_team,away_team,time_day
66,APOEL Nicosia,Ajax,"Jnne, 30-Sep-14"
67,Sporting CP,Chelsea,"Jnne, 30-Sep-14"
68,Schalke 04,Maribor,"Jnne, 30-Sep-14"
69,Shakhtar Donetsk,FC Porto,"Jnne, 30-Sep-14"
70,BATE Borisov,Athletic Bilbao,"Jnne, 30-Sep-14"
71,Manchester City,Roma,"Jnne, 30-Sep-14"
72,Zenit St. Petersburg,Monaco,"Jtan, 01-Okt-14"
73,Bayer Leverkusen,Benfica,"Jtan, 01-Okt-14"
74,Arsenal,Galatasaray,"Jtan, 01-Okt-14"
75,Anderlecht,Borussia Dortmund,"Jtan, 01-Okt-14"
76,Malmoe FF,Olympiacos,"Jtan, 01-Okt-14"
77,Atletico Madrid,Juventus,"Jtan, 01-Okt-14"
78,FC Basel 1893,Liverpool,"Jtan, 01-Okt-14"
79,Ludogorets Razgrad,Real Madrid,"Jtan, 01-Okt-14"
80,Juventus,Malmoe FF,"Jnne, 16-Sep-14"
81,Olympiacos,Atletico Madrid,"Jnne, 16-Sep-14"
82,Liverpool,Ludogorets Razgrad,"Jnne, 16-Sep-14"
83,Real Madrid,FC Basel 1893,"Jnne, 16-Sep-14"
84,Monaco,Bayer Leverkusen,"Jnne, 16-Sep-14"
85,Benfica,Zenit St. Petersburg,"Jnne, 16-Sep-14"
86,Galatasaray,Anderlecht,"Jnne, 16-Sep-14"
87,Borussia Dortmund,Arsenal,"Jnne, 16-Sep-14"
88,Bayern Munich,Manchester City,"Jtan, 17-Sep-14"
89,Roma,CSKA Moscow,"Jtan, 17-Sep-14"
90,Barcelona,APOEL Nicosia,"Jtan, 17-Sep-14"
91,Ajax,Paris Saint-Germain,"Jtan, 17-Sep-14"
92,Chelsea,Schalke 04,"Jtan, 17-Sep-14"
93,Maribor,Sporting CP,"Jtan, 17-Sep-14"
94,FC Porto,BATE Borisov,"Jtan, 17-Sep-14"
95,Athletic Bilbao,Shakhtar Donetsk,"Jtan, 17-Sep-14"
96,Bayern Munich,Barcelona,"Jnne, 12-Mei-15"
97,Real Madrid,Juventus,"Jtan, 13-Mei-15"
98,Juventus,Real Madrid,"Jnne, 05-Mei-15"
99,Barcelona,Bayern Munich,"Jtan, 06-Mei-15"
100,Barcelona,Paris Saint-Germain,"Jnne, 21-Apr-15"
101,Bayern Munich,FC Porto,"Jnne, 21-Apr-15"
102,Monaco,Juventus,"Jtan, 22-Apr-15"
103,Real Madrid,Atletico Madrid,"Jtan, 22-Apr-15"
104,Atletico Madrid,Real Madrid,"Jnne, 14-Apr-15"
105,Juventus,Monaco,"Jnne, 14-Apr-15"
106,Paris Saint-Germain,Barcelona,"Jtan, 15-Apr-15"
107,FC Porto,Bayern Munich,"Jtan, 15-Apr-15"
108,Atletico Madrid,Bayer Leverkusen,"Jnne, 17-Mac-15"
109,Monaco,Arsenal,"Jnne, 17-Mac-15"
110,Barcelona,Manchester City,"Jtan, 18-Mac-15"
111,Borussia Dortmund,Juventus,"Jtan, 18-Mac-15"
112,Real Madrid,Schalke 04,"Jnne, 10-Mac-15"
113,FC Porto,FC Basel 1893,"Jnne, 10-Mac-15"
114,Chelsea,Paris Saint-Germain,"Jtan, 11-Mac-15"
115,Bayern Munich,Shakhtar Donetsk,"Jtan, 11-Mac-15"
116,Manchester City,Barcelona,"Jnne, 24-Feb-15"
117,Juventus,Borussia Dortmund,"Jnne, 24-Feb-15"
118,Arsenal,Monaco,"Jtan, 25-Feb-15"
119,Bayer Leverkusen,Atletico Madrid,"Jtan, 25-Feb-15"
120,Paris Saint-Germain,Chelsea,"Jnne, 17-Feb-15"
121,Shakhtar Donetsk,Bayern Munich,"Jnne, 17-Feb-15"
122,FC Basel 1893,FC Porto,"Jtan, 18-Feb-15"
123,Schalke 04,Real Madrid,"Jtan, 18-Feb-15"
