,home_team,away_team,home_score,away_score,start_time,time_day,home_open_play,away_open_play,home_setpiece,away_setpiece,home_counterattack,away_counterattack,home_penalty,away_penalty,home_cross,away_cross,home_longball,away_longball,home_throughball,away_throughball,home_stortball,away_stortball,home_form,away_form,home_player,away_player
10,Tottenham,Aston Villa,3,0,15:00,"Jpl, 11-Mei-14",9,4,2,0,0,0,1,0,18,16,2,0,71,69,507,407,4-4-2,4-4-2,"['Lloris', '6.72', 'Rose', '7.06', 'Chiriches', '7.10', 'Dawson', '7.16', 'Naughton', '6.71', 'Eriksen', '7.22', 'Paulinho', '6.89', 'Sigurdsson', '6.61', 'Lennon', '6.73', 'Kane', '6.87', 'Adebayor', '7.16']","['Guzan', '6.78', 'Clark', '6.87', 'Baker', '6.65', 'Vlaar', '6.93', 'Lowton', '6.53', 'Bertrand', '6.44', 'Delph', '7.12', 'Westwood', '6.82', 'Albrighton', '6.81', 'Weimann', '6.58', 'Bowery', '6.17']"
11,Norwich,Arsenal,0,2,15:00,"Jpl, 11-Mei-14",11,10,0,4,0,0,0,0,13,17,0,3,62,59,358,633,4-2-3-1,4-2-3-1,"['Ruddy', '6.65', 'Olsson', '6.69', 'Bennett', '6.89', 'Turner', '6.87', 'Martin', '6.52', 'Tettey', '6.7', 'Johnson', '6.66', 'Redmond', '6.84', 'Howson', '6.53', 'Snodgrass', '7.13', 'Hooper', '6.40']","['Szczesny', '7.04', 'Monreal', '6.67', 'Koscielny', '7.32', 'Mertesacker', '7.15', 'Sagna', '7.20', 'Ramsey', '7.76', 'Arteta', '7.14', 'Podolski', '6.98', 'Özil', '7.27', 'Cazorla', '7.36', 'Giroud', '7.36']"
12,West Bromwich Albion,Stoke,1,2,15:00,"Jpl, 11-Mei-14",11,14,6,0,0,0,0,0,25,12,1,0,41,71,331,445,4-2-3-1,4-2-3-1,"['Foster', '6.57', 'Brunt', '7.01', 'Olsson', '6.97', 'McAuley', '7.10', 'Dawson', '6.93', 'Morrison', '6.80', 'Mulumbu', '7.02', 'Dorrans', '6.93', 'Sessegnon', '6.77', 'Berahino', '6.45', 'Anichebe', '6.56']","['Begovic', '7.02', 'Pieters', '6.95', 'Wilson', '6.72', 'Shawcross', '6.93', 'Cameron', '7.08', 'Whelan', '6.77', 'Nzonzi', '6.8', 'Arnautovic', '7.02', 'Ireland', '6.64', 'Odemwingie', '7.11', 'Crouch', '7.21']"
13,Southampton,Manchester United,1,1,15:00,"Jpl, 11-Mei-14",11,5,4,4,0,0,0,0,24,16,0,4,82,62,450,318,4-3-3,4-2-3-1,"['Boruc', '6.69', 'Shaw', '7.16', 'Lovren', '7.32', 'Fonte', '7.21', 'Clyne', '6.94', 'Wanyama', '6.88', 'Schneiderlin', '7.21', 'Cork', '6.79', 'Lallana', '7.24', 'Lambert', '6.99', 'Davis', '6.92']","['Gea', '6.60', 'Evra', '7.32', 'Vidic', '7.17', 'Ferdinand', '6.74', 'Smalling', '7.16', 'Carrick', '7.06', 'Fellaini', '7.21', 'Januzaj', '6.96', 'Kagawa', '6.71', 'Valencia', '6.94', 'Persie', '7.06']"
14,Arsenal,Newcastle United,3,0,20:00,"Jtat, 28-Apr-14",11,8,9,0,0,0,0,0,34,16,8,4,49,54,572,341,4-2-3-1,4-2-3-1,"['Szczesny', '7.04', 'Monreal', '6.67', 'Koscielny', '7.32', 'Mertesacker', '7.15', 'Sagna', '7.20', 'Ramsey', '7.76', 'Arteta', '7.14', 'Podolski', '6.98', 'Özil', '7.27', 'Cazorla', '7.36', 'Giroud', '7.36']","['Krul', '6.60', 'Haïdara', '6.38', 'Coloccini', '6.78', 'Williamson', '7.04', 'Yanga-Mbiwa', '6.69', 'Anita', '6.61', 'Tioté', '7.01', 'Rémy', '7.15', 'Gosling', '6.56', 'Gouffran', '6.80', 'Ameobi', '6.62']"
15,West Ham,Tottenham,2,0,12:45,"Jmos, 03-Mei-14",7,11,13,0,0,1,0,0,31,21,0,0,61,49,285,349,4-2-3-1,4-4-2,"['Adrián', '6.82', 'Armero', '6.34', 'Reid', '7.00', 'Collins', '7.15', 'Demel', '6.83', 'Diamé', '6.86', 'Noble', '7.13', 'Jarvis', '6.45', 'Nolan', '6.74', 'Downing', '6.91', 'Carroll', '7.23']","['Lloris', '6.72', 'Rose', '7.06', 'Kaboul', '6.72', 'Dawson', '7.16', 'Naughton', '6.71', 'Eriksen', '7.22', 'Paulinho', '6.89', 'Chadli', '6.70', 'Lennon', '6.73', 'Kane', '6.87', 'Adebayor', '7.16']"
16,Manchester United,Sunderland,0,1,15:00,"Jmos, 03-Mei-14",12,7,5,1,0,0,0,0,42,7,0,0,73,67,511,295,4-2-3-1,4-3-3,"['Gea', '6.60', 'Evra', '7.32', 'Vidic', '7.17', 'Evans', '6.95', 'Jones', '7.26', 'Carrick', '7.06', 'Cleverley', '6.74', 'Kagawa', '6.71', 'Rooney', '7.62', 'Mata', '7.31', 'Welbeck', '6.84']","['Mannone', '7.03', 'Alonso', '7.34', 'Brown', '6.66', ""O'Shea"", '6.73', 'Vergini', '6.56', 'Colback', '6.72', 'Cattermole', '6.66', 'Larsson', '6.72', 'Borini', '6.80', 'Wickham', '6.81', 'Johnson', '6.85']"
17,Newcastle United,Cardiff,3,0,15:00,"Jmos, 03-Mei-14",11,10,10,6,1,0,0,0,24,21,2,1,58,61,364,303,4-2-3-1,4-1-4-1,"['Krul', '6.60', 'Dummett', '6.77', 'Coloccini', '6.78', 'Williamson', '7.04', 'Debuchy', '7.44', 'Anita', '6.61', 'Tioté', '7.01', 'Gouffran', '6.80', 'Gosling', '6.56', 'Sissoko', '7.09', 'Rémy', '7.15']","['Marshall', '6.72', 'Fábio', '6.65', 'Turner', '6.95', 'Caulker', '7.06', 'Théophile-Catherine', '6.78', 'Medel', '6.70', 'Dæhli', '6.37', 'Whittingham', '6.86', 'Mutch', '6.81', 'Zaha', '6.58', 'Campbell', '6.48']"
18,Stoke,Fulham,4,1,15:00,"Jmos, 03-Mei-14",18,7,3,3,2,0,0,0,23,19,1,0,61,57,553,293,4-2-3-1,3-5-1-1,"['Begovic', '7.02', 'Pieters', '6.95', 'Wilson', '6.72', 'Muniesa', '6.81', 'Cameron', '7.08', 'Whelan', '6.77', 'Nzonzi', '6.8', 'Arnautovic', '7.02', 'Ireland', '6.64', 'Odemwingie', '7.11', 'Crouch', '7.21']","['Stockdale', '6.67', 'Amorebieta', '6.89', 'Hangeland', '6.83', 'Heitinga', '6.56', 'Riise', '6.64', 'Sidwell', '7.03', 'Diarra', '6.47', 'Parker', '6.83', 'Riether', '6.52', 'Holtby', '7.00', 'Rodallega', '6.48']"
19,Swansea,Southampton,0,1,15:00,"Jmos, 03-Mei-14",9,13,3,4,0,0,0,0,11,23,0,0,52,65,317,526,4-2-3-1,4-2-3-1,"['Vorm', '6.47', 'Davies', '6.91', 'Williams', '7.23', 'Amat', '6.67', 'Tiendalli', '6.61', 'Shelvey', '6.94', 'Britton', '6.76', 'Routledge', '6.71', 'Guzmán', '6.88', 'Hernández', '6.74', 'Bony', '7.10']","['Boruc', '6.69', 'Shaw', '7.16', 'Fonte', '7.21', 'Lovren', '7.32', 'Clyne', '6.94', 'Wanyama', '6.88', 'Cork', '6.79', 'Lallana', '7.24', 'Lambert', '6.99', 'Davis', '6.92', 'Gallagher', '6.07']"
20,Aston Villa,Hull,3,1,15:00,"Jmos, 03-Mei-14",12,5,3,3,0,0,0,0,22,29,0,0,72,78,296,387,4-3-3,4-4-2,"['Guzan', '6.78', 'Bertrand', '6.44', 'Clark', '6.87', 'Vlaar', '6.93', 'Bacuna', '6.76', 'Delph', '7.12', 'Westwood', '6.82', 'Ahmadi', '6.60', 'Robinson', '5.99', 'Agbonlahor', '6.54', 'Albrighton', '6.81']","['Harper', '6.46', 'Rosenior', '6.86', 'Davies', '7.40', 'Chester', '6.82', 'Mohamady', '7.00', 'Meyler', '6.54', 'Huddlestone', '7.16', 'Livermore', '6.81', 'Aluko', '6.64', 'Jelavic', '6.72', 'Long', '6.86']"
21,Everton,Manchester City,2,3,17:30,"Jmos, 03-Mei-14",8,14,0,4,1,0,0,0,14,15,1,7,89,31,601,429,4-2-3-1,4-4-2,"['Howard', '6.89', 'Baines', '7.25', 'Alcaraz', '7.05', 'Stones', '6.84', 'Coleman', '7.32', 'Osman', '6.85', 'McCarthy', '7.14', 'Naismith', '6.61', 'Barkley', '7.00', 'Deulofeu', '6.62', 'Lukaku', '7.31']","['Hart', '6.69', 'Clichy', '7.25', 'Demichelis', '7.39', 'Kompany', '7.18', 'Zabaleta', '7.25', 'Nasri', '7.34', 'Fernandinho', '7.40', 'Touré', '7.55', 'Milner', '6.59', 'Agüero', '7.71', 'Dzeko', '7.15']"
22,Arsenal,West Bromwich Albion,1,0,13:30,"Jpl, 04-Mei-14",13,7,2,4,0,0,0,0,24,23,3,2,66,47,541,348,4-2-3-1,4-2-3-1,"['Szczesny', '7.04', 'Monreal', '6.67', 'Koscielny', '7.32', 'Mertesacker', '7.15', 'Sagna', '7.20', 'Ramsey', '7.76', 'Arteta', '7.14', 'Podolski', '6.98', 'Özil', '7.27', 'Cazorla', '7.36', 'Giroud', '7.36']","['Foster', '6.57', 'Brunt', '7.01', 'Olsson', '6.97', 'McAuley', '7.10', 'Jones', '6.95', 'Dorrans', '6.93', 'Mulumbu', '7.02', 'Morrison', '6.80', 'Sessegnon', '6.77', 'Amalfitano', '6.91', 'Vydra', '6.31']"
23,Chelsea,Norwich,0,0,16:00,"Jpl, 04-Mei-14",20,2,3,3,0,1,0,0,33,6,3,4,66,52,596,219,4-3-3,4-3-1-2,"['Schwarzer', '7.00', 'Azpilicueta', '7.26', 'Kalas', '6.86', 'Cahill', '7.29', 'Ivanovic', '7.29', 'Luiz', '6.98', 'Matic', '7.63', 'Lampard', '7.07', 'Willian', '7.25', ""Eto'o"", '7.08', 'Salah', '6.88']","['Ruddy', '6.65', 'Olsson', '6.69', 'Martin', '6.52', 'Turner', '6.87', 'Whittaker', '6.80', 'Howson', '6.53', 'Johnson', '6.66', 'Fer', '6.89', 'Snodgrass', '7.13', 'Redmond', '6.84', 'Hooper', '6.40']"
24,Manchester City,West Bromwich Albion,3,1,20:00,"Jtat, 21-Apr-14",18,8,1,2,0,0,0,0,20,17,2,1,62,49,635,257,4-2-3-1,4-4-1-1,"['Hart', '6.69', 'Clichy', '7.25', 'Demichelis', '7.39', 'Kompany', '7.18', 'Zabaleta', '7.25', 'García', '6.69', 'Fernandinho', '7.40', 'Silva', '7.57', 'Agüero', '7.71', 'Nasri', '7.34', 'Jovetic', '6.75']","['Foster', '6.57', 'Ridgewell', '6.72', 'Olsson', '6.97', 'McAuley', '7.10', 'Jones', '6.95', 'Brunt', '7.01', 'Mulumbu', '7.02', 'Yacob', '6.84', 'Amalfitano', '6.91', 'Sessegnon', '6.77', 'Vydra', '6.31']"
25,Southampton,Everton,2,0,12:45,"Jmos, 26-Apr-14",12,7,2,2,0,0,0,0,21,25,7,0,63,73,452,387,4-2-3-1,4-2-3-1,"['Boruc', '6.69', 'Shaw', '7.16', 'Fonte', '7.21', 'Lovren', '7.32', 'Clyne', '6.94', 'Wanyama', '6.88', 'Cork', '6.79', 'Lallana', '7.24', 'Davis', '6.92', 'Ward-Prowse', '6.62', 'Lambert', '6.99']","['Howard', '6.89', 'Baines', '7.25', 'Alcaraz', '7.05', 'Stones', '6.84', 'Coleman', '7.32', 'Barry', '7.28', 'McCarthy', '7.14', 'Naismith', '6.61', 'Barkley', '7.00', 'Deulofeu', '6.62', 'Lukaku', '7.31']"
26,Stoke,Tottenham,0,1,15:00,"Jmos, 26-Apr-14",16,14,1,2,0,0,0,0,17,18,0,1,61,62,368,354,4-2-3-1,4-4-2,"['Begovic', '7.02', 'Pieters', '6.95', 'Wilson', '6.72', 'Shawcross', '6.93', 'Cameron', '7.08', 'Whelan', '6.77', 'Nzonzi', '6.8', 'Arnautovic', '7.02', 'Ireland', '6.64', 'Odemwingie', '7.11', 'Crouch', '7.21']","['Lloris', '6.72', 'Rose', '7.06', 'Kaboul', '6.72', 'Chiriches', '7.10', 'Naughton', '6.71', 'Eriksen', '7.22', 'Paulinho', '6.89', 'Chadli', '6.70', 'Lennon', '6.73', 'Kane', '6.87', 'Adebayor', '7.16']"
27,Swansea,Aston Villa,4,1,15:00,"Jmos, 26-Apr-14",7,7,3,4,0,0,1,0,28,30,3,0,63,59,324,367,4-2-3-1,4-3-3,"['Vorm', '6.47', 'Davies', '6.91', 'Williams', '7.23', 'Amat', '6.67', 'Rangel', '7.14', 'Shelvey', '6.94', 'Britton', '6.76', 'Routledge', '6.71', 'Guzmán', '6.88', 'Emnes', '6.33', 'Bony', '7.10']","['Guzan', '6.78', 'Bertrand', '6.44', 'Baker', '6.65', 'Vlaar', '6.93', 'Bacuna', '6.76', 'Delph', '7.12', 'Westwood', '6.82', 'Ahmadi', '6.60', 'Weimann', '6.58', 'Agbonlahor', '6.54', 'Albrighton', '6.81']"
28,West Bromwich Albion,West Ham,1,0,15:00,"Jmos, 26-Apr-14",13,4,5,5,1,0,0,0,26,33,1,0,62,83,227,296,4-2-3-1,4-2-3-1,"['Foster', '6.57', 'Jones', '6.95', 'Olsson', '6.97', 'Dawson', '6.93', 'Reid', '6.68', 'Brunt', '7.01', 'Mulumbu', '7.02', 'Dorrans', '6.93', 'Sessegnon', '6.77', 'Amalfitano', '6.91', 'Vydra', '6.31']","['Adrián', '6.82', 'Armero', '6.34', 'Reid', '7.00', 'Tomkins', '7.17', 'Demel', '6.83', 'Diamé', '6.86', 'Noble', '7.13', 'Jarvis', '6.45', 'Nolan', '6.74', 'Downing', '6.91', 'Carroll', '7.23']"
29,Fulham,Hull,2,2,15:00,"Jmos, 26-Apr-14",5,7,4,1,1,0,0,0,24,16,0,0,84,82,308,391,3-5-1-1,4-4-2,"['Stockdale', '6.67', 'Amorebieta', '6.89', 'Hangeland', '6.83', 'Heitinga', '6.56', 'Riise', '6.64', 'Sidwell', '7.03', 'Diarra', '6.47', 'Kasami', '6.69', 'Riether', '6.52', 'Holtby', '7.00', 'Rodallega', '6.48']","['Harper', '6.46', 'Rosenior', '6.86', 'Davies', '7.40', 'Chester', '6.82', 'Mohamady', '7.00', 'Boyd', '6.48', 'Huddlestone', '7.16', 'Livermore', '6.81', 'Meyler', '6.54', 'Jelavic', '6.72', 'Fryatt', '6.21']"
30,Manchester United,Norwich,4,0,17:30,"Jmos, 26-Apr-14",22,7,1,2,1,0,1,0,21,21,2,2,72,47,575,353,4-2-3-1,4-3-1-2,"['Gea', '6.60', 'Büttner', '6.62', 'Jones', '7.26', 'Evans', '6.95', 'Smalling', '7.16', 'Carrick', '7.06', 'Fletcher', '6.58', 'Welbeck', '6.84', 'Mata', '7.31', 'Valencia', '6.94', 'Rooney', '7.62']","['Ruddy', '6.65', 'Olsson', '6.69', 'Martin', '6.52', 'Turner', '6.87', 'Whittaker', '6.80', 'Howson', '6.53', 'Johnson', '6.66', 'Fer', '6.89', 'Snodgrass', '7.13', 'Redmond', '6.84', 'Hooper', '6.40']"
31,Sunderland,Cardiff,4,0,12:00,"Jpl, 27-Apr-14",,,,,0,0,1,0,20,24,2,0,79,36,376,264,4-1-4-1,4-1-4-1,"['Mannone', '7.03', 'Alonso', '7.34', 'Brown', '6.66', ""O'Shea"", '6.73', 'Vergini', '6.56', 'Cattermole', '6.66', 'Borini', '6.80', 'Larsson', '6.72', 'Colback', '6.72', 'Johnson', '6.85', 'Wickham', '6.81']","['Marshall', '6.72', 'Fábio', '6.65', 'Cala', '6.83', 'Caulker', '7.06', 'Théophile-Catherine', '6.78', 'Medel', '6.70', 'Dæhli', '6.37', 'Whittingham', '6.86', 'Mutch', '6.81', 'Bo-Kyung', '6.48', 'Campbell', '6.48']"
32,Liverpool,Chelsea,0,2,14:05,"Jpl, 27-Apr-14",19,8,7,1,0,2,0,0,39,6,4,0,64,62,566,180,4-3-3,4-3-3,"['Mignolet', '6.68', 'Flanagan', '7.07', 'Sakho', '7.05', 'Skrtel', '7.46', 'Johnson', '7.14', 'Leiva', '7.07', 'Gerrard', '7.77', 'Allen', '6.89', 'Sterling', '7.40', 'Suárez', '8.43', 'Coutinho', '7.44']","['Schwarzer', '7.00', 'Cole', '6.91', 'Kalas', '6.86', 'Ivanovic', '7.29', 'Azpilicueta', '7.26', 'Matic', '7.63', 'Mikel', '6.66', 'Lampard', '7.07', 'Schürrle', '6.88', 'Ba', '6.51', 'Salah', '6.88']"
33,Crystal Palace,Manchester City,0,2,16:10,"Jpl, 27-Apr-14",3,9,0,7,0,0,0,0,21,24,1,2,63,54,353,421,4-4-1-1,4-2-3-1,"['Speroni', '6.80', 'Ward', '7.28', 'Delaney', '7.15', 'Dann', '7.11', 'Mariappa', '7.00', 'Bolasie', '6.94', 'Dikgacoi', '6.55', 'Jedinak', '7.55', 'Puncheon', '7.02', 'Chamakh', '6.94', 'Jerome', '6.61']","['Hart', '6.69', 'Clichy', '7.25', 'Demichelis', '7.39', 'Kompany', '7.18', 'Zabaleta', '7.25', 'García', '6.69', 'Fernandinho', '7.40', 'Silva', '7.57', 'Agüero', '7.71', 'Nasri', '7.34', 'Dzeko', '7.15']"
34,Arsenal,West Ham,3,1,19:45,"Jnne, 15-Apr-14",9,9,4,2,1,1,0,0,17,24,12,2,49,56,540,307,4-2-3-1,4-2-3-1,"['Szczesny', '7.04', 'Gibbs', '7.06', 'Vermaelen', '6.77', 'Mertesacker', '7.15', 'Sagna', '7.20', 'Källström', '6.61', 'Arteta', '7.14', 'Podolski', '6.98', 'Rosicky', '6.67', 'Cazorla', '7.36', 'Giroud', '7.36']","['Adrián', '6.82', 'Armero', '6.34', 'Reid', '7.00', 'Tomkins', '7.17', 'Demel', '6.83', 'Taylor', '6.60', 'Noble', '7.13', 'Jarvis', '6.45', 'Diamé', '6.86', 'Downing', '6.91', 'Carroll', '7.23']"
35,Everton,Crystal Palace,2,3,19:45,"Jtan, 16-Apr-14",11,6,6,1,0,0,0,0,44,12,0,0,64,53,521,219,4-2-3-1,4-4-1-1,"['Howard', '6.89', 'Baines', '7.25', 'Distin', '7.25', 'Stones', '6.84', 'Coleman', '7.32', 'Barry', '7.28', 'McCarthy', '7.14', 'Mirallas', '7.11', 'Barkley', '7.00', 'Osman', '6.85', 'Lukaku', '7.31']","['Speroni', '6.80', 'Ward', '7.28', 'Delaney', '7.15', 'Dann', '7.11', 'Mariappa', '7.00', 'Bolasie', '6.94', 'Ledley', '7.08', 'Jedinak', '7.55', 'Puncheon', '7.02', 'Ince', '6.54', 'Chamakh', '6.94']"
36,Manchester City,Sunderland,2,2,19:45,"Jtan, 16-Apr-14",15,7,1,3,0,1,0,0,23,21,1,3,58,71,502,350,4-2-3-1,4-3-3,"['Hart', '6.69', 'Kolarov', '7.12', 'Demichelis', '7.39', 'Kompany', '7.18', 'Zabaleta', '7.25', 'García', '6.69', 'Fernandinho', '7.40', 'Nasri', '7.34', 'Silva', '7.57', 'Milner', '6.59', 'Negredo', '6.89']","['Mannone', '7.03', 'Alonso', '7.34', 'Brown', '6.66', ""O'Shea"", '6.73', 'Gardner', '6.39', 'Colback', '6.72', 'Cattermole', '6.66', 'Sung-Yueng', '6.80', 'Borini', '6.80', 'Wickham', '6.81', 'Johnson', '6.85']"
37,Tottenham,Fulham,3,1,12:45,"Jmos, 19-Apr-14",9,9,5,1,0,0,0,1,22,13,1,0,58,72,543,297,4-4-2,3-5-1-1,"['Lloris', '6.72', 'Rose', '7.06', 'Kaboul', '6.72', 'Chiriches', '7.10', 'Naughton', '6.71', 'Eriksen', '7.22', 'Paulinho', '6.89', 'Chadli', '6.70', 'Lennon', '6.73', 'Kane', '6.87', 'Adebayor', '7.16']","['Stockdale', '6.67', 'Heitinga', '6.56', 'Amorebieta', '6.89', 'Hangeland', '6.83', 'Richardson', '6.78', 'Diarra', '6.47', 'Sidwell', '7.03', 'Dejagah', '6.76', 'Riether', '6.52', 'Kasami', '6.69', 'Rodallega', '6.48']"
