,home_team,away_team,time_day
89,CFR Cluj,FC Basel 1893,"Jtan, 15-Sep-10"
90,Arsenal,Braga,"Jtan, 15-Sep-10"
91,Shakhtar Donetsk,Partizan Belgrade,"Jtan, 15-Sep-10"
92,Marseille,Spartak Moscow,"Jtan, 15-Sep-10"
93,Zilina,Chelsea,"Jtan, 15-Sep-10"
94,Real Madrid,Ajax,"Jtan, 15-Sep-10"
95,AC Milan,Auxerre,"Jtan, 15-Sep-10"
96,Barcelona,Manchester United,"Jmos, 28-Mei-11"
97,Barcelona,Real Madrid,"Jnne, 03-Mei-11"
98,Manchester United,Schalke 04,"Jtan, 04-Mei-11"
99,Schalke 04,Manchester United,"Jnne, 26-Apr-11"
100,Real Madrid,Barcelona,"Jtan, 27-Apr-11"
101,Manchester United,Chelsea,"Jnne, 12-Apr-11"
102,Shakhtar Donetsk,Barcelona,"Jnne, 12-Apr-11"
103,Schalke 04,Inter,"Jtan, 13-Apr-11"
104,Tottenham,Real Madrid,"Jtan, 13-Apr-11"
105,Real Madrid,Tottenham,"Jnne, 05-Apr-11"
106,Inter,Schalke 04,"Jnne, 05-Apr-11"
107,Chelsea,Manchester United,"Jtan, 06-Apr-11"
108,Barcelona,Shakhtar Donetsk,"Jtan, 06-Apr-11"
109,Bayern Munich,Inter,"Jnne, 15-Mac-11"
110,Manchester United,Marseille,"Jnne, 15-Mac-11"
111,Chelsea,FC Copenhagen,"Jtan, 16-Mac-11"
112,Real Madrid,Lyon,"Jtan, 16-Mac-11"
113,Shakhtar Donetsk,Roma,"Jnne, 08-Mac-11"
114,Barcelona,Arsenal,"Jnne, 08-Mac-11"
115,Tottenham,AC Milan,"Jtan, 09-Mac-11"
116,Schalke 04,Valencia,"Jtan, 09-Mac-11"
117,Lyon,Real Madrid,"Jnne, 22-Feb-11"
118,FC Copenhagen,Chelsea,"Jnne, 22-Feb-11"
119,Inter,Bayern Munich,"Jtan, 23-Feb-11"
120,Marseille,Manchester United,"Jtan, 23-Feb-11"
121,AC Milan,Tottenham,"Jnne, 15-Feb-11"
122,Valencia,Schalke 04,"Jnne, 15-Feb-11"
123,Arsenal,Barcelona,"Jtan, 16-Feb-11"
124,Roma,Shakhtar Donetsk,"Jtan, 16-Feb-11"
