,home_team,away_team,home_score,away_score,start_time,time_day,home_open_play,away_open_play,home_setpiece,away_setpiece,home_counterattack,away_counterattack,home_penalty,away_penalty,home_cross,away_cross,home_longball,away_longball,home_throughball,away_throughball,home_stortball,away_stortball,home_form,away_form,home_player,away_player
10,Stoke,Liverpool,6,1,15:00,"Jpl, 24-Mei-15",13,10,0,3,2,0,0,0,12,19,0,0,77,37,360,482,4-2-3-1,3-4-2-1,"['Butland', '6.97', 'Pieters', '7.02', 'Muniesa', '6.97', 'Shawcross', '7.09', 'Cameron', '6.97', 'Whelan', '6.91', 'Nzonzi', '7.01', 'Arnautovic', '6.75', 'Adam', '6.92', 'Walters', '6.93', 'Diouf', '6.83']","['Mignolet', '6.73', 'Lovren', '6.98', 'Skrtel', '7.21', 'Can', '7.05', 'Moreno', '6.72', 'Gerrard', '6.95', 'Henderson', '7.14', 'Ibe', '6.63', 'Coutinho', '7.34', 'Lallana', '6.93', 'Balotelli', '6.54']"
11,Arsenal,West Bromwich Albion,4,1,15:00,"Jpl, 24-Mei-15",18,10,6,4,0,0,0,0,17,11,10,0,30,55,601,312,4-2-3-1,4-3-3,"['Ospina', '7.06', 'Monreal', '7.33', 'Mertesacker', '7.07', 'Paulista', '7.36', 'Chambers', '7.00', 'Cazorla', '7.60', 'Ramsey', '7.07', 'Sánchez', '7.81', 'Özil', '7.57', 'Walcott', '6.61', 'Giroud', '7.23']","['Myhill', '7.36', 'Lescott', '7.11', 'Olsson', '6.29', 'McAuley', '6.97', 'Dawson', '7.22', 'Morrison', '6.93', 'Yacob', '6.84', 'Fletcher', '6.80', 'Brunt', '7.19', 'Berahino', '6.69', 'McManaman', '6.49']"
12,Arsenal,Swansea,0,1,20:00,"Jtat, 11-Mei-15",22,8,1,0,0,0,0,0,31,8,9,0,25,55,735,316,4-2-3-1,4-3-3,"['Ospina', '7.06', 'Monreal', '7.33', 'Mertesacker', '7.07', 'Koscielny', '7.40', 'Bellerín', '7.18', 'Cazorla', '7.60', 'Coquelin', '7.47', 'Wilshere', '6.84', 'Özil', '7.57', 'Sánchez', '7.81', 'Giroud', '7.23']","['Fabianski', '7.09', 'Taylor', '6.95', 'Williams', '7.23', 'Fernández', '7.11', 'Rangel', '6.89', 'Shelvey', '6.83', 'Cork', '7.18', 'Sung-Yueng', '7.10', 'Montero', '6.91', 'Emnes', '6.17', 'Sigurdsson', '7.18']"
13,Southampton,Aston Villa,6,1,12:45,"Jmos, 16-Mei-15",16,8,2,1,0,0,0,0,21,30,4,3,65,45,234,504,4-2-3-1,4-3-2-1,"['Davis', '6.34', 'Bertrand', '7.02', 'Fonte', '7.20', 'Alderweireld', '7.07', 'Clyne', '7.04', 'Reed', '6.79', 'Wanyama', '7.12', 'Mané', '7.07', 'Ward-Prowse', '6.65', 'Djuricic', '6.40', 'Pellè', '7.03']","['Given', '6.29', 'Richardson', '6.36', 'Vlaar', '6.65', 'Okore', '7.10', 'Bacuna', '6.54', 'Delph', '7.08', 'Westwood', '6.66', 'Cleverley', '6.64', 'Grealish', '6.64', 'Agbonlahor', '6.48', 'Benteke', '7.08']"
14,Sunderland,Leicester,0,0,15:00,"Jmos, 16-Mei-15",6,5,6,5,1,1,0,0,24,31,1,0,80,63,227,228,4-3-3,3-4-1-2,"['Pantilimon', '7.12', 'Aanholt', '7.08', 'Vergini', '6.90', 'Coates', '7.22', 'Jones', '6.89', 'Giaccherini', '6.40', 'Cattermole', '6.83', 'Larsson', '7.01', 'Wickham', '6.81', 'Graham', '6.29', 'Defoe', '6.61']","['Schmeichel', '6.63', 'Morgan', '7.20', 'Huth', '7.42', 'Wasilewski', '7.13', 'Schlupp', '7.11', 'Drinkwater', '6.70', 'Cambiasso', '6.97', 'Albrighton', '7.13', 'Mahrez', '7.16', 'Vardy', '6.80', 'Ulloa', '6.85']"
15,West Ham,Everton,1,2,15:00,"Jmos, 16-Mei-15",10,10,3,10,0,1,0,0,29,21,2,1,71,57,299,404,4-3-3,4-2-3-1,"['Adrián', '6.80', 'Cresswell', '6.85', 'Burke', '7.08', 'Collins', '7.21', 'Jenkinson', '6.65', 'Kouyaté', '7.19', 'Song', '6.97', 'Noble', '7.04', 'Nenê', '6.26', 'Valencia', '6.70', 'Downing', '7.00']","['Howard', '6.44', 'Garbutt', '6.52', 'Jagielka', '7.27', 'Stones', '7.17', 'Coleman', '6.92', 'Barry', '6.85', 'McCarthy', '7.09', 'Osman', '6.71', 'Barkley', '6.80', 'Lennon', '6.81', 'Lukaku', '6.76']"
16,Burnley,Stoke,0,0,15:00,"Jmos, 16-Mei-15",9,5,2,5,0,1,0,0,29,26,0,0,86,86,285,365,4-4-2,4-2-3-1,"['Heaton', '6.82', 'Mee', '7.09', 'Shackell', '7.26', 'Duff', '7.02', 'Trippier', '7.15', 'Taylor', '6.48', 'Jones', '6.72', 'Arfield', '6.58', 'Boyd', '6.99', 'Barnes', '6.71', 'Ings', '6.89']","['Butland', '6.97', 'Pieters', '7.02', 'Muniesa', '6.97', 'Shawcross', '7.09', 'Cameron', '6.97', 'Whelan', '6.91', 'Nzonzi', '7.01', 'Arnautovic', '6.75', 'Adam', '6.92', 'Walters', '6.93', 'Diouf', '6.83']"
17,Queens Park Rangers,Newcastle United,2,1,15:00,"Jmos, 16-Mei-15",8,14,0,8,0,0,0,0,16,25,0,3,88,75,228,264,4-4-2,4-2-3-1,"['Green', '6.65', 'Suk-Young', '6.66', 'Caulker', '7.16', 'Onuoha', '6.77', 'Isla', '6.98', 'Fer', '7.27', 'Barton', '7.10', 'Henry', '6.43', 'Phillips', '6.79', 'Zamora', '6.49', 'Austin', '6.99']","['Krul', '6.40', 'Gutiérrez', '7.34', 'Dummett', '6.89', 'Coloccini', '6.81', 'Janmaat', '6.90', 'Colback', '6.91', 'Taylor', '6.81', 'Cabella', '6.99', 'Sissoko', '6.92', 'Pérez', '6.74', 'Cissé', '6.65']"
18,Tottenham,Hull,2,0,15:00,"Jmos, 16-Mei-15",9,10,1,4,0,0,0,0,17,33,2,2,74,72,455,333,4-2-3-1,3-5-2,"['Lloris', '6.89', 'Rose', '7.23', 'Vertonghen', '7.06', 'Fazio', '7.39', 'Dier', '6.93', 'Bentaleb', '7.02', 'Mason', '6.86', 'Chadli', '6.90', 'Eriksen', '7.09', 'Lamela', '7.07', 'Kane', '7.28']","['Harper', '6.93', 'McShane', '6.91', 'Dawson', '7.11', 'Chester', '7.03', 'Brady', '6.95', 'Quinn', '6.51', 'Huddlestone', '6.79', 'Meyler', '6.63', 'Mohamady', '7.17', 'Aluko', '6.34', ""N'Doye"", '6.76']"
19,Liverpool,Crystal Palace,1,3,17:30,"Jmos, 16-Mei-15",15,10,3,4,0,0,0,1,19,18,0,0,52,59,541,237,4-3-3,4-3-3,"['Mignolet', '6.73', 'Johnson', '6.79', 'Skrtel', '7.21', 'Lovren', '6.98', 'Can', '7.05', 'Gerrard', '6.95', 'Leiva', '6.97', 'Henderson', '7.14', 'Coutinho', '7.34', 'Sterling', '7.27', 'Lallana', '6.93']","['Speroni', '6.50', 'Souaré', '6.63', 'Delaney', '6.89', 'Dann', '6.96', 'Ward', '7.04', 'Jedinak', '7.55', 'McArthur', '7.17', 'Puncheon', '6.99', 'Bolasie', '7.05', 'Murray', '6.89', 'Zaha', '6.97']"
20,Swansea,Manchester City,2,4,13:30,"Jpl, 17-Mei-15",9,15,4,5,0,2,0,0,21,21,2,2,49,45,421,487,4-3-3,4-2-3-1,"['Fabianski', '7.09', 'Taylor', '6.95', 'Williams', '7.23', 'Fernández', '7.11', 'Rangel', '6.89', 'Shelvey', '6.83', 'Cork', '7.18', 'Sung-Yueng', '7.10', 'Montero', '6.91', 'Gomis', '6.62', 'Sigurdsson', '7.18']","['Hart', '6.75', 'Kolarov', '7.32', 'Mangala', '7.07', 'Demichelis', '7.02', 'Zabaleta', '7.23', 'Fernando', '6.89', 'Fernandinho', '7.19', 'Silva', '7.53', 'Touré', '7.40', 'Milner', '7.02', 'Agüero', '7.67']"
21,Manchester United,Arsenal,1,1,16:00,"Jpl, 17-Mei-15",9,5,3,0,0,0,0,0,20,17,3,11,93,46,476,361,4-1-4-1,4-2-3-1,"['Gea', '6.68', 'Shaw', '6.79', 'Smalling', '7.34', 'Jones', '7.51', 'Valencia', '7.23', 'Blind', '7.19', 'Young', '7.23', 'Herrera', '7.33', 'Fellaini', '7.16', 'Mata', '6.89', 'Falcao', '6.61']","['Ospina', '7.06', 'Monreal', '7.33', 'Mertesacker', '7.07', 'Koscielny', '7.40', 'Bellerín', '7.18', 'Cazorla', '7.60', 'Coquelin', '7.47', 'Sánchez', '7.81', 'Özil', '7.57', 'Ramsey', '7.07', 'Giroud', '7.23']"
22,Hull,Arsenal,1,3,20:00,"Jtat, 04-Mei-15",7,19,1,2,0,1,0,0,20,15,0,7,66,56,253,624,3-5-2,4-2-3-1,"['McGregor', '6.42', 'McShane', '6.91', 'Dawson', '7.11', 'Chester', '7.03', 'Brady', '6.95', 'Quinn', '6.51', 'Huddlestone', '6.79', 'Livermore', '6.71', 'Mohamady', '7.17', 'Aluko', '6.34', ""N'Doye"", '6.76']","['Ospina', '7.06', 'Monreal', '7.33', 'Paulista', '7.36', 'Koscielny', '7.40', 'Bellerín', '7.18', 'Cazorla', '7.60', 'Coquelin', '7.47', 'Sánchez', '7.81', 'Özil', '7.57', 'Ramsey', '7.07', 'Giroud', '7.23']"
23,Everton,Sunderland,0,2,12:45,"Jmos, 09-Mei-15",18,9,4,1,0,0,0,0,38,8,0,2,66,65,540,164,4-2-3-1,4-3-3,"['Howard', '6.44', 'Baines', '7.26', 'Jagielka', '7.27', 'Stones', '7.17', 'Coleman', '6.92', 'Barry', '6.85', 'McCarthy', '7.09', 'Mirallas', '6.55', 'Barkley', '6.80', 'Lennon', '6.81', 'Lukaku', '6.76']","['Pantilimon', '7.12', 'Aanholt', '7.08', ""O'Shea"", '6.82', 'Coates', '7.22', 'Jones', '6.89', 'Gómez', '6.74', 'Cattermole', '6.83', 'Larsson', '7.01', 'Wickham', '6.81', 'Graham', '6.29', 'Defoe', '6.61']"
24,Aston Villa,West Ham,1,0,15:00,"Jmos, 09-Mei-15",10,1,3,5,1,0,0,0,24,20,0,2,72,71,405,269,4-3-2-1,4-2-3-1,"['Given', '6.29', 'Richardson', '6.36', 'Vlaar', '6.65', 'Okore', '7.10', 'Bacuna', '6.54', 'Delph', '7.08', 'Westwood', '6.66', 'Cleverley', '6.64', 'Grealish', '6.64', ""N'Zogbia"", '6.37', 'Benteke', '7.08']","['Adrián', '6.80', 'Cresswell', '6.85', 'Burke', '7.08', 'Collins', '7.21', 'Jenkinson', '6.65', 'Kouyaté', '7.19', 'Noble', '7.04', 'Amalfitano', '6.49', 'Nolan', '6.56', 'Downing', '7.00', 'Valencia', '6.70']"
25,Hull,Burnley,0,1,15:00,"Jmos, 09-Mei-15",16,6,5,2,0,0,0,0,35,15,0,0,81,92,361,291,3-5-2,4-4-1-1,"['Harper', '6.93', 'McShane', '6.91', 'Dawson', '7.11', 'Chester', '7.03', 'Brady', '6.95', 'Quinn', '6.51', 'Huddlestone', '6.79', 'Livermore', '6.71', 'Mohamady', '7.17', 'Jelavic', '6.61', ""N'Doye"", '6.76']","['Heaton', '6.82', 'Mee', '7.09', 'Shackell', '7.26', 'Duff', '7.02', 'Trippier', '7.15', 'Taylor', '6.48', 'Jones', '6.72', 'Arfield', '6.58', 'Boyd', '6.99', 'Barnes', '6.71', 'Ings', '6.89']"
26,Leicester,Southampton,2,0,15:00,"Jmos, 09-Mei-15",7,8,3,2,0,0,0,0,19,30,1,2,73,84,182,504,3-4-1-2,4-2-3-1,"['Schmeichel', '6.63', 'Morgan', '7.20', 'Huth', '7.42', 'Wasilewski', '7.13', 'Schlupp', '7.11', 'James', '6.87', 'Cambiasso', '6.97', 'Albrighton', '7.13', 'Mahrez', '7.16', 'Vardy', '6.80', 'Ulloa', '6.85']","['Davis', '6.34', 'Bertrand', '7.02', 'Fonte', '7.20', 'Yoshida', '6.90', 'Clyne', '7.04', 'Alderweireld', '7.07', 'Wanyama', '7.12', 'Mané', '7.07', 'Davis', '6.81', 'Djuricic', '6.40', 'Pellè', '7.03']"
27,Newcastle United,West Bromwich Albion,1,1,15:00,"Jmos, 09-Mei-15",7,2,8,5,0,1,0,0,36,15,1,2,49,67,394,229,4-3-1-2,4-5-1,"['Krul', '6.40', 'Anita', '6.53', 'Dummett', '6.89', 'Coloccini', '6.81', 'Taylor', '6.81', 'Sissoko', '6.92', 'Abeid', '6.57', 'Colback', '6.91', 'Cabella', '6.99', 'Pérez', '6.74', 'Rivière', '6.21']","['Myhill', '7.36', 'Lescott', '7.11', 'Olsson', '6.29', 'McAuley', '6.97', 'Dawson', '7.22', 'Brunt', '7.19', 'Fletcher', '6.80', 'Yacob', '6.84', 'Mulumbu', '6.57', 'Gardner', '6.99', 'Berahino', '6.69']"
28,Stoke,Tottenham,3,0,15:00,"Jmos, 09-Mei-15",12,6,4,3,0,0,0,0,34,20,0,0,79,49,267,391,4-2-3-1,4-2-3-1,"['Begovic', '6.65', 'Pieters', '7.02', 'Wollscheid', '6.68', 'Shawcross', '7.09', 'Bardsley', '6.95', 'Adam', '6.92', 'Nzonzi', '7.01', 'Arnautovic', '6.75', 'Ireland', '6.53', 'Walters', '6.93', 'Diouf', '6.83']","['Vorm', '6.90', 'Rose', '7.23', 'Vertonghen', '7.06', 'Fazio', '7.39', 'Dier', '6.93', 'Bentaleb', '7.02', 'Mason', '6.86', 'Chadli', '6.90', 'Eriksen', '7.09', 'Lamela', '7.07', 'Kane', '7.28']"
29,Crystal Palace,Manchester United,1,2,17:30,"Jmos, 09-Mei-15",8,10,5,1,0,1,0,1,32,21,1,2,65,80,207,400,4-3-3,4-1-4-1,"['Speroni', '6.50', 'Ward', '7.04', 'Delaney', '6.89', 'Dann', '6.96', 'Kelly', '6.89', 'Ledley', '6.82', 'McArthur', '7.17', 'Puncheon', '6.99', 'Bolasie', '7.05', 'Murray', '6.89', 'Zaha', '6.97']","['Gea', '6.68', 'Young', '7.23', 'Smalling', '7.34', 'Jones', '7.51', 'Valencia', '7.23', 'Herrera', '7.33', 'María', '7.00', 'Rooney', '7.28', 'Fellaini', '7.16', 'Mata', '6.89', 'Persie', '7.11']"
30,Manchester City,Queens Park Rangers,6,0,13:30,"Jpl, 10-Mei-15",13,4,6,5,3,0,1,0,21,21,6,0,47,70,446,268,4-2-3-1,4-4-2,"['Hart', '6.75', 'Kolarov', '7.32', 'Mangala', '7.07', 'Demichelis', '7.02', 'Zabaleta', '7.23', 'Fernando', '6.89', 'Fernandinho', '7.19', 'Milner', '7.02', 'Lampard', '6.56', 'Silva', '7.53', 'Agüero', '7.67']","['Green', '6.65', 'Suk-Young', '6.66', 'Caulker', '7.16', 'Dunne', '7.07', 'Isla', '6.98', 'Fer', '7.27', 'Barton', '7.10', 'Sandro', '6.93', 'Phillips', '6.79', 'Zamora', '6.49', 'Austin', '6.99']"
31,Chelsea,Liverpool,1,1,16:00,"Jpl, 10-Mei-15",6,11,2,4,0,0,0,0,15,19,1,1,70,39,366,437,4-2-3-1,4-3-3,"['Courtois', '6.78', 'Azpilicueta', '7.24', 'Terry', '7.03', 'Cahill', '6.96', 'Ivanovic', '7.25', 'Matic', '7.50', 'Zouma', '6.60', 'Hazard', '7.96', 'Fàbregas', '7.62', 'Willian', '7.02', 'Rémy', '6.58']","['Mignolet', '6.73', 'Moreno', '6.72', 'Skrtel', '7.21', 'Lovren', '6.98', 'Can', '7.05', 'Gerrard', '6.95', 'Leiva', '6.97', 'Henderson', '7.14', 'Coutinho', '7.34', 'Sterling', '7.27', 'Lallana', '6.93']"
32,Hull,Liverpool,1,0,19:45,"Jnne, 28-Apr-15",3,9,4,3,0,0,0,0,19,20,0,1,60,44,202,551,3-5-2,4-3-3,"['McGregor', '6.42', 'McShane', '6.91', 'Dawson', '7.11', 'Chester', '7.03', 'Brady', '6.95', 'Quinn', '6.51', 'Huddlestone', '6.79', 'Livermore', '6.71', 'Mohamady', '7.17', 'Aluko', '6.34', ""N'Doye"", '6.76']","['Mignolet', '6.73', 'Johnson', '6.79', 'Skrtel', '7.21', 'Lovren', '6.98', 'Can', '7.05', 'Coutinho', '7.34', 'Allen', '6.81', 'Henderson', '7.14', 'Lallana', '6.93', 'Sterling', '7.27', 'Markovic', '6.67']"
33,Leicester,Chelsea,1,3,19:45,"Jtan, 29-Apr-15",7,8,1,2,0,1,0,0,20,20,0,1,61,63,295,550,3-5-2,4-2-3-1,"['Schmeichel', '6.63', 'Morgan', '7.20', 'Huth', '7.42', 'Wasilewski', '7.13', 'Konchesky', '6.46', 'King', '6.73', 'Cambiasso', '6.97', 'Drinkwater', '6.70', 'Albrighton', '7.13', 'Vardy', '6.80', 'Ulloa', '6.85']","['Cech', '6.89', 'Azpilicueta', '7.24', 'Terry', '7.03', 'Cahill', '6.96', 'Ivanovic', '7.25', 'Matic', '7.50', 'Fàbregas', '7.62', 'Hazard', '7.96', 'Willian', '7.02', 'Ramires', '6.68', 'Drogba', '6.43']"
34,Leicester,Newcastle United,3,0,12:45,"Jmos, 02-Mei-15",9,8,9,4,0,0,1,0,33,21,1,3,70,58,237,287,3-5-2,4-3-3,"['Schmeichel', '6.63', 'Morgan', '7.20', 'Wasilewski', '7.13', 'Laet', '6.99', 'Schlupp', '7.11', 'James', '6.87', 'Cambiasso', '6.97', 'Drinkwater', '6.70', 'Albrighton', '7.13', 'Vardy', '6.80', 'Ulloa', '6.85']","['Krul', '6.40', 'Anita', '6.53', 'Williamson', '6.62', 'Coloccini', '6.81', 'Janmaat', '6.90', 'Sissoko', '6.92', 'Taylor', '6.81', 'Colback', '6.91', 'Cabella', '6.99', 'Pérez', '6.74', 'Jong', '6.60']"
35,Liverpool,Queens Park Rangers,2,1,15:00,"Jmos, 02-Mei-15",15,4,9,6,0,0,1,0,27,20,3,0,75,97,402,194,4-3-3,4-4-2,"['Mignolet', '6.73', 'Moreno', '6.72', 'Skrtel', '7.21', 'Lovren', '6.98', 'Can', '7.05', 'Allen', '6.81', 'Leiva', '6.97', 'Henderson', '7.14', 'Coutinho', '7.34', 'Sterling', '7.27', 'Lallana', '6.93']","['Green', '6.65', 'Suk-Young', '6.66', 'Caulker', '7.16', 'Dunne', '7.07', 'Isla', '6.98', 'Henry', '6.43', 'Barton', '7.10', 'Sandro', '6.93', 'Phillips', '6.79', 'Zamora', '6.49', 'Austin', '6.99']"
36,Sunderland,Southampton,2,1,15:00,"Jmos, 02-Mei-15",8,8,2,3,0,0,2,0,12,16,1,2,74,78,305,409,4-4-2,4-2-3-1,"['Pantilimon', '7.12', 'Aanholt', '7.08', ""O'Shea"", '6.82', 'Coates', '7.22', 'Jones', '6.89', 'Gómez', '6.74', 'Cattermole', '6.83', 'Rodwell', '6.63', 'Larsson', '7.01', 'Wickham', '6.81', 'Defoe', '6.61']","['Davis', '6.34', 'Bertrand', '7.02', 'Fonte', '7.20', 'Yoshida', '6.90', 'Clyne', '7.04', 'Alderweireld', '7.07', 'Wanyama', '7.12', 'Davis', '6.81', 'Mané', '7.07', 'Ward-Prowse', '6.65', 'Pellè', '7.03']"
37,Swansea,Stoke,2,0,15:00,"Jmos, 02-Mei-15",13,8,4,1,0,0,0,0,22,12,0,0,56,70,364,407,4-2-3-1,4-2-3-1,"['Fabianski', '7.09', 'Taylor', '6.95', 'Williams', '7.23', 'Fernández', '7.11', 'Rangel', '6.89', 'Shelvey', '6.83', 'Cork', '7.18', 'Montero', '6.91', 'Sigurdsson', '7.18', 'Dyer', '6.54', 'Oliveira', '6.34']","['Begovic', '6.65', 'Pieters', '7.02', 'Wollscheid', '6.68', 'Shawcross', '7.09', 'Bardsley', '6.95', 'Adam', '6.92', 'Nzonzi', '7.01', 'Arnautovic', '6.75', 'Ireland', '6.53', 'Walters', '6.93', 'Diouf', '6.83']"
